"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PgB01_g001",283.930842397342,-0.589920684968861,0.214304483408676,-2.75272208768442,0.00591020441852141,0.0473083017722684
"PgB01_g007",53.9506421314533,2.26885832907375,0.562961400326164,4.03022006084119,5.57246585135934e-05,0.00221793079222872
"PgB01_g011",703.329341251223,-0.567631616556109,0.175042162288235,-3.24282795148184,0.00118349654895673,0.0167174570142006
"PgB01_g020",48.3061122926716,-4.71977892796904,1.5231947346559,-3.09860507037221,0.00194434012296418,0.0232393935390475
"PgB01_g029",26514.4360041981,0.804626011645322,0.249183946053889,3.22904434409796,0.00124204634108538,0.0171922901315607
"PgB01_g037",15.0146791818839,-3.16464632739436,1.06737006262921,-2.96490077639897,0.00302780569764515,0.0305606152391777
"PgB01_g039",7598.02712644711,0.841215095896519,0.249926806831776,3.36584581126079,0.000763093502900097,0.0127240634307455
"PgB01_g058",735.70149146458,1.72382958726466,0.559786708486657,3.07944001015121,0.00207390132385706,0.0239573606332891
"PgB01_g096",63.0405587451455,-3.12673603493679,0.824452302892231,-3.7925008202027,0.000149137757791028,0.00442281651599628
"PgB01_g098",38.0892565938867,4.3866794418086,1.11836425536526,3.92240669420885,8.76688480286514e-05,0.00303185809232628
"PgB01_g099",67.2998916156366,4.50978404223006,1.05307105486961,4.28250688438915,1.84799412595817e-05,0.0010338789175706
"PgB01_g100",399.103768220652,-1.51111092144947,0.457001511592686,-3.30657751258443,0.000944432169381226,0.0144406533349672
"PgB01_g107",223.569140628262,0.594789810091562,0.217062888363451,2.74017274245262,0.00614069007892078,0.0484312252060034
"PgB01_g109",694.495306009872,-0.668369975734391,0.206345297354285,-3.23908508846136,0.00119913794079974,0.0168520888699398
"PgB01_g111",399.791282908009,-0.687569581981064,0.252512661041867,-2.72291131519565,0.00647094260304638,0.0499941768217783
"PgB01_g124",910.367908124881,0.532871638986654,0.191704950119149,2.77964465004927,0.00544184112160296,0.0447350158372011
"PgB01_g135",775.552787606177,-0.512470711605937,0.150611681408954,-3.40259604575048,0.000667488896175388,0.0115238458569748
"PgB01_g138",235.873835236467,-0.506711409813876,0.169025361140949,-2.99784249176272,0.00271898156966336,0.0287316136748335
"PgB01_g171",1091.44226521327,4.16582959769034,0.948100848169694,4.39386759935133,1.11351648634124e-05,0.000718380928498043
"PgB01_g172",773.899045868947,1.56817128390593,0.457232412179327,3.42970279913335,0.000604242697555969,0.010771073975589
"PgB01_g176",61.0458584509428,-0.851517590998129,0.273558164625403,-3.1127478580804,0.00185354299851412,0.0227455910562933
"PgB01_g185",15.0570101840571,-3.90966340875834,1.36727202667423,-2.85946273490892,0.00424359273235753,0.0380612317263157
"PgB01_g191",58.6359341466216,-5.19473232768874,1.41828330174027,-3.66269018419288,0.000249580326778002,0.00619917843888657
"PgB01_g200",32170.4370419244,-3.92677238416398,1.30930060878324,-2.99913736984604,0.00270745205663041,0.0286372110150975
"PgB01_g205",17517.9072547655,0.572070726448943,0.150102075394637,3.81121130367383,0.000138287494032113,0.00419117481912711
"PgB01_g208",2179.82403329594,-1.63547017609802,0.557961172096567,-2.93115409796826,0.00337705218201134,0.0327954574577016
"PgB01_g209",17014.2424793369,0.559857806241223,0.143558873191399,3.89984815146045,9.62530369892243e-05,0.00319973870595968
"PgB01_g218",466.725932950979,-1.86581122810967,0.670835206016785,-2.78132574345388,0.0054137385757479,0.044640381013546
