Gene,Degree,Eigen,Closeness,Betweenness,Strengths
PgR064_g001,91,8.0239E-05,2.51149E-05,29004.77771,91
PgR064_g002,7,1.34364E-08,1.94753E-05,3987.333734,7
PgR064_g003,56,0.000151366,2.6476E-05,47766.60243,56
PgR064_g004,7,3.33609E-07,2.14694E-05,1794.573532,7
PgR064_g005,2,3.09266E-09,1.77283E-05,152.343644,2
PgR064_g006,96,0.148823226,2.43891E-05,40284.51912,96
PgR064_g007,48,0.072199191,2.33645E-05,19106.01844,48
PgR064_g009,6,7.83363E-08,1.99972E-05,56037.76939,6
PgR064_g011,88,3.51572E-05,2.66681E-05,90622.85873,88
PgR064_g012,12,0.000567729,2.18155E-05,10960.9457,12
PgR064_g013,11,1.13507E-06,2.23414E-05,38893.32089,11
PgR064_g014,8,2.6688E-07,2.08316E-05,5188.93381,8
PgR064_g015,8,2.92366E-06,2.21833E-05,1887.621801,8
PgR064_g018,14,2.07835E-11,1.5266E-05,1760.906169,14
PgR064_g019,15,0.010288253,2.24689E-05,12969.73135,15
PgR064_g020,19,3.44587E-08,1.94974E-05,9978.955162,19
PgB04_g085,8,3.14943E-10,1.79099E-05,3224.337357,8
PgR064_g021,44,0.057098455,2.2481E-05,11727.34783,44
PgR064_g023,3,6.08269E-10,1.45094E-05,26448.83401,3
PgR032X_g025,2,1.52068E-10,1.52616E-05,10960,2
PgR064_g028,2,5.31348E-12,1.51883E-05,316.2514559,2
PgR064_g029,15,0.000155106,2.36044E-05,6055.051136,15
PgR064_g030,37,1.05789E-10,1.62135E-05,49156.81796,37
PgR064_g032,45,9.84553E-11,1.59124E-05,76241.25055,45
PgR064_g035,1,0,1,0,1
PgR064_g039,13,0.000123381,2.29769E-05,15514.72728,13
PgR064_g041,5,1.85604E-06,2.17675E-05,81846.97817,5
PgR064_g042,12,1.63518E-05,2.24664E-05,7253.060318,12
PgR064_g043,6,3.64624E-07,2.04495E-05,7037.993298,6
PgR064_g044,74,2.40863E-05,2.52461E-05,18015.88514,74
PgR064_g045,2,7.82916E-10,1.62625E-05,754.8681025,2
PgR065_g002,59,1.34131E-06,2.36569E-05,14332.53956,59
PgR065_g003,19,0.000207575,2.42595E-05,23196.60895,19
PgR065_g004,15,3.61387E-08,2.07568E-05,16899.83318,15
PgR065_g005,12,8.65756E-06,2.24628E-05,22116.5236,12
PgR065_g006,1,3.3313E-09,1.68532E-05,0,1
PgR001X_g004,5,3.99748E-06,2.00936E-05,3029.979144,5
PgR065_g008,13,0.000133568,1.99665E-05,4157.126025,13
PgR065_g009,52,3.72913E-05,2.58351E-05,57476.08781,52
PgR065_g010,16,4.2693E-07,2.25566E-05,7922.183104,16
PgR065_g013,7,0.000125604,2.07348E-05,3647.523105,7
PgR065_g014,4,5.17041E-13,1.38449E-05,3389.389703,4
PgR065_g016,3,1.82707E-12,1.46177E-05,355.1887534,3
PgR065_g017,7,1.40099E-05,2.10588E-05,12950.58002,7
PgR065_g018,4,5.25945E-09,1.74334E-05,16840.50287,4
PgR065_g019,5,2.30275E-07,2.05233E-05,3196.945181,5
PgB23_g004,2,1.12283E-14,1.31782E-05,584.0398594,2
PgR065_g021,8,2.86586E-12,1.53344E-05,39717.95668,8
PgR065_g022,2,6.92945E-10,1.72203E-05,0,2
PgR065_g023,58,1.28219E-05,2.52353E-05,40838.25606,58
PgR065_g024,31,3.96758E-06,2.38436E-05,11514.91267,31
PgR065_g025,23,0.000113986,2.42501E-05,26227.70906,23
PgR065_g026,12,1.02184E-06,2.28175E-05,19691.18018,12
PgR065_g027,1,3.51894E-15,1.27029E-05,0,1
PgR065_g028,3,8.53978E-08,2.001E-05,430.5799065,3
PgR065_g029,98,0.200853426,2.25856E-05,9353.252346,98
PgR065_g030,26,2.7663E-05,2.42142E-05,9633.28947,26
PgR065_g031,4,4.25613E-07,1.91121E-05,1687.163705,4
PgR065_g033,18,0.000100107,2.36468E-05,11920.96213,18
PgR065_g034,20,2.34232E-05,2.43102E-05,14644.85595,20
PgR065_g035,33,6.45748E-07,2.3232E-05,35398.10533,33
PgB19_g021,8,3.19344E-06,2.18012E-05,2773.586727,8
PgR065_g036,21,1.22339E-06,2.26793E-05,30602.641,21
PgR065_g037,25,1.06606E-05,2.41844E-05,10770.13282,25
PgR065_g038,23,7.26143E-06,2.41359E-05,12535.49887,23
PgR065_g039,2,5.83915E-08,1.86605E-05,409.8483743,2
PgR065_g040,5,8.10592E-07,2.11207E-05,22378.69531,5
PgR065_g041,6,1.3168E-05,2.15239E-05,1528.174948,6
PgR065_g044,16,1.18145E-05,2.32239E-05,37215.80436,16
PgR065_g048,28,7.44057E-07,2.28399E-05,15562.33847,28
PgR065_g049,1,3.29194E-12,1.44469E-05,0,1
PgR065_g050,23,4.26295E-07,2.23249E-05,18107.58276,23
PgR065_g051,11,3.19067E-06,2.29321E-05,2299.147417,11
PgR065_g052,31,4.40213E-05,2.52328E-05,25026.27225,31
PgR065_g053,44,7.8089E-06,2.38056E-05,7494.667429,44
PgR065_g054,13,0.000168416,2.26127E-05,17341.61692,13
PgR065_g056,86,7.00331E-06,2.47973E-05,16408.47523,86
PgR001X_g245,7,1.29367E-05,2.08995E-05,21370.67431,7
PgR066_g001,6,1.85009E-08,1.97484E-05,1264.869528,6
PgR066_g002,16,2.24467E-05,2.26116E-05,4228.214806,16
PgR066_g003,6,3.57379E-05,2.15606E-05,26575.97202,6
PgR066_g004,30,0.000772238,2.44176E-05,29743.39351,30
PgR066_g005,12,8.75568E-06,2.28807E-05,33476.47258,12
PgR066_g006,16,9.76814E-06,2.29827E-05,9175.344157,16
PgR066_g007,5,5.56055E-07,1.91935E-05,1877.41651,5
PgR066_g008,19,5.34505E-11,1.50491E-05,78.83606443,19
PgR066_g009,27,0.036593272,2.26096E-05,55659.73453,27
PgR066_g010,16,0.008351863,2.23279E-05,10008.33957,16
PgR066_g012,10,1.03437E-05,2.11586E-05,10327.49159,10
PgR066_g013,2,4.93802E-06,1.96048E-05,740.6333767,2
PgR066_g014,5,3.66389E-07,1.86182E-05,2939.970207,5
PgR001X_g274,2,1.079E-08,1.77236E-05,367.6206664,2
PgR066_g015,40,6.03692E-05,2.55454E-05,48876.49875,40
PgR066_g016,4,7.51346E-09,1.83382E-05,11155.46747,4
PgR003_g050,1,2.7113E-11,1.52693E-05,0,1
PgR066_g017,18,0.000359622,2.37079E-05,20681.60227,18
PgR066_g019,145,0.353664456,2.2866E-05,9915.010515,145
PgR066_g020,25,0.014132125,2.3154E-05,73836.3557,25
PgR066_g021,59,2.2003E-05,2.51566E-05,14196.87667,59
PgB01_g012,3,0.001775364,1.86731E-05,7.678200913,3
PgR066_g022,51,0.062944992,2.19106E-05,16538.67778,51
PgR066_g026,30,1.27605E-06,2.32666E-05,21934.97074,30
PgR066_g027,15,1.02791E-05,2.34753E-05,11828.01894,15
PgR066_g028,4,1.17524E-08,1.88242E-05,1851.018599,4
PgR066_g029,2,8.39321E-08,1.82882E-05,10960,2
PgR066_g030,6,2.54468E-06,2.02208E-05,714.6056142,6
PgR066_g032,100,0.217071097,2.32099E-05,21134.23457,100
PgR066_g033,42,2.6111E-07,2.23194E-05,25844.64113,42
PgR066_g034,68,3.48875E-06,2.3709E-05,28711.99609,68
PgR066_g035,33,1.37466E-06,2.33427E-05,64071.02454,33
PgR066_g036,25,6.73147E-05,2.48639E-05,25400.57099,25
PgR066_g037,22,2.93989E-06,2.35544E-05,11765.86057,22
PgR066_g040,10,1.72391E-06,2.18117E-05,14967.18075,10
PgR066_g043,6,1.76564E-05,2.08134E-05,8492.140994,6
PgR066_g045,3,4.6131E-08,1.89667E-05,1019.98015,3
PgR066_g046,6,1.19339E-07,2.13721E-05,4343.807561,6
PgR066_g048,1,3.53834E-08,1.90956E-05,0,1
PgR066_g049,4,2.73068E-07,2.07465E-05,4700.541928,4
PgR066_g050,20,0.000306281,2.47831E-05,25555.59214,20
PgR066_g051,13,1.38958E-05,2.24699E-05,3787.719982,13
PgR066_g052,29,0.009975679,2.43564E-05,26283.50694,29
PgR066_g055,24,1.54132E-07,2.17557E-05,9362.715005,24
PgR066_g057,7,0.000161292,2.13101E-05,2933.341657,7
PgR066_g058,2,2.73457E-07,1.95752E-05,0,2
PgR067_g001,2,2.52661E-08,1.76838E-05,155.7122716,2
PgR067_g002,3,4.19268E-07,1.91718E-05,5443.783604,3
PgR067_g003,5,7.50495E-05,2.08651E-05,999.9100689,5
PgR067_g005,5,5.50482E-06,2.02881E-05,5995.679509,5
PgR067_g006,2,2.15349E-08,1.73623E-05,139.4247593,2
PgR067_g008,56,0.015455937,2.56069E-05,52541.19701,56
PgR067_g011,12,5.05449E-08,2.09578E-05,13716.81992,12
PgR067_g013,8,1.34014E-06,2.2168E-05,7616.040525,8
PgR067_g016,272,0.685001999,2.26835E-05,3526.114465,272
PgR067_g017,108,3.74948E-05,2.55128E-05,31160.35745,108
PgR067_g018,3,0.003896509,1.95737E-05,6.139273508,3
PgR067_g020,13,6.0857E-06,2.30569E-05,6816.224448,13
PgR013_g126,8,4.83429E-07,2.20946E-05,1784.518237,8
PgR067_g021,6,1.06337E-07,2.07069E-05,4528.815698,6
PgR067_g022,7,3.08338E-06,2.10199E-05,5614.302623,7
PgR067_g023,4,1.24902E-08,1.84492E-05,639.9389127,4
PgR067_g024,102,0.193702243,2.44427E-05,61932.31799,102
PgR067_g025,39,3.1072E-05,2.50376E-05,46685.45037,39
PgR067_g027,12,0.000212755,2.28014E-05,8851.893144,12
PgR067_g030,380,0.863766646,2.33978E-05,11072.95845,380
PgR067_g031,12,9.12218E-06,2.30782E-05,19660.49625,12
PgR067_g032,1,0,1,0,1
PgR067_g034,19,0.019037145,2.08069E-05,2409.623756,19
PgR067_g035,23,0.011181004,2.35721E-05,7177.241725,23
PgR018_g109,7,1.30028E-05,2.12553E-05,38151.30675,7
PgR067_g037,17,9.12483E-06,2.20721E-05,59047.23667,17
PgR067_g038,3,6.41568E-08,1.88807E-05,736.6378237,3
PgR067_g039,46,9.11892E-06,2.46293E-05,16464.04443,46
PgR067_g040,32,0.000453639,2.52398E-05,34559.22251,32
PgR067_g041,126,8.59853E-06,2.57832E-05,52370.81185,126
PgB02X_g045,58,1.72399E-06,2.34918E-05,24415.04917,58
PgR067_g042,10,0.000130174,2.25499E-05,5688.112728,10
PgR067_g043,1,9.40112E-07,1.70123E-05,0,1
PgR067_g045,8,3.37414E-07,2.10642E-05,6427.319364,8
PgR067_g047,80,1.80353E-05,2.50038E-05,42202.72108,80
PgR067_g048,213,0.522923356,2.28352E-05,5249.640371,213
PgR067_g051,21,2.67549E-05,2.4523E-05,22450.78325,21
PgR067_g052,11,2.79735E-08,1.94303E-05,8581.696119,11
PgR067_g053,90,4.54635E-06,2.51061E-05,37106.88217,90
PgR067_g054,27,6.95789E-05,2.48954E-05,21856.30426,27
PgR067_g055,29,1.68548E-05,2.43309E-05,25738.84654,29
PgR067_g056,22,8.99653E-06,2.43546E-05,11099.59103,22
PgR068_g001,2,3.04558E-07,1.95909E-05,361.3308138,2
PgR068_g003,69,7.23807E-06,2.55656E-05,29780.1612,69
PgR068_g004,7,1.3576E-06,2.04207E-05,5042.324921,7
PgR068_g006,11,0.002113498,2.252E-05,12324.22036,11
PgR068_g007,3,2.19917E-07,2.06864E-05,5405.277699,3
PgR068_g008,25,1.29599E-07,2.16146E-05,46249.53191,25
PgR068_g009,91,1.64227E-06,2.41727E-05,77473.79764,91
PgR068_g010,61,0.000411384,2.57798E-05,55192.06742,61
PgR068_g011,15,7.89111E-06,2.32121E-05,14720.88564,15
PgR068_g012,22,8.03898E-07,2.26321E-05,20721.23721,22
PgR068_g013,1,9.00077E-08,1.9006E-05,0,1
PgR068_g014,15,2.00453E-05,2.33896E-05,8650.950574,15
PgR068_g015,9,5.22474E-07,2.09987E-05,4106.348998,9
PgR068_g016,41,3.02831E-05,2.60396E-05,41439.25839,41
PgR068_g017,18,1.57586E-06,2.21249E-05,11935.89856,18
PgR068_g018,4,2.01836E-08,1.95867E-05,2651.49552,4
PgR068_g020,33,0.045325123,2.16774E-05,6588.532617,33
PgR068_g022,42,7.00123E-05,2.55148E-05,30609.80092,42
PgR068_g023,31,0.000999443,2.45598E-05,27342.41693,31
PgR068_g024,14,1.20784E-06,2.25362E-05,11219.10824,14
PgB21_g027,3,1.01184E-08,1.87995E-05,143.8314647,3
PgR068_g025,5,2.85713E-09,1.86258E-05,1206.619961,5
PgR068_g026,17,4.76622E-08,1.9266E-05,23838.90628,17
PgR068_g027,133,0.307584886,2.21533E-05,2860.298607,133
PgR068_g029,49,3.33253E-05,2.45749E-05,28066.04324,49
PgR068_g030,46,1.73818E-05,2.47868E-05,29908.66441,46
PgR068_g031,6,2.99186E-06,2.13138E-05,1101.29003,6
PgR068_g032,14,3.78635E-06,2.25718E-05,28045.49799,14
PgR035X_g007,2,1.24074E-07,1.85815E-05,154.9024024,2
PgR048_g086,5,1.04199E-06,2.14303E-05,2219.510977,5
PgR068_g033,2,2.18362E-08,1.59612E-05,10960,2
PgR068_g034,11,1.57934E-08,1.99537E-05,5148.808427,11
PgR068_g036,13,3.47261E-06,2.21156E-05,7349.040435,13
PgR068_g038,1,0,1,0,1
PgR068_g039,7,0.001243744,2.12143E-05,6807.433615,7
PgR068_g040,20,0.000305307,2.3805E-05,10139.15175,20
PgR068_g041,4,1.49559E-07,1.99621E-05,7101.961958,4
PgR068_g042,13,0.003372114,2.26239E-05,5871.333988,13
PgR068_g043,9,2.64243E-06,2.1645E-05,3156.37256,9
PgR068_g044,50,0.000647015,2.63595E-05,82423.8387,50
PgR068_g045,15,1.58085E-05,2.31976E-05,7415.458292,15
PgR068_g047,13,7.92933E-10,1.66143E-05,12341.33773,13
PgR003_g122,5,4.72454E-05,2.10917E-05,12852.845,5
PgR068_g049,5,1.15351E-05,2.13675E-05,37141.70792,5
PgB13_g015,3,2.17962E-09,1.47035E-05,4506.294849,3
PgR068_g050,5,1.58687E-11,1.29189E-05,1034.535892,5
PgR068_g051,16,1.42917E-05,2.37293E-05,7035.070211,16
PgR068_g052,74,3.77457E-05,2.55428E-05,64292.37093,74
PgR068_g055,10,1.6527E-06,2.20517E-05,1226.414944,10
PgR068_g056,11,2.15889E-05,2.21774E-05,13566.52399,11
PgR069_g001,48,7.03556E-06,2.45489E-05,12964.1537,48
PgR069_g002,42,1.1561E-05,2.40102E-05,8322.19074,42
PgR069_g005,23,3.13061E-05,2.45525E-05,14187.88414,23
PgR069_g006,7,1.16908E-05,2.10717E-05,162.4255323,7
PgR069_g007,4,5.57592E-08,1.95848E-05,2288.016737,4
PgR069_g008,77,0.003428683,2.60478E-05,86094.95871,77
PgR069_g009,3,6.67734E-09,1.66522E-05,2511.241734,3
PgR069_g010,227,0.467979671,2.30319E-05,10563.2687,227
PgR069_g011,7,1.32155E-06,2.08742E-05,14674.16784,7
PgR069_g012,35,0.001403997,2.48022E-05,24083.90302,35
PgR069_g013,23,0.000155611,2.37739E-05,10729.95569,23
PgR002_g088,14,2.33978E-06,2.25078E-05,9462.038994,14
PgR069_g014,31,0.026284068,2.26809E-05,9581.175524,31
PgR069_g015,9,8.59997E-06,1.86435E-05,37578.30342,9
PgR069_g017,20,2.96846E-06,2.25815E-05,8337.659903,20
PgR069_g018,66,9.92768E-06,2.47298E-05,10719.56112,66
PgR069_g019,19,1.97748E-05,2.36144E-05,33629.84856,19
PgR069_g020,8,2.00867E-06,2.2143E-05,3945.238979,8
PgR069_g021,27,2.3161E-06,2.31911E-05,3028.572176,27
PgR069_g024,3,5.22011E-08,1.79995E-05,29365.60563,3
PgR069_g026,3,5.21387E-06,2.07031E-05,558.3270268,3
PgR069_g028,1,1.38817E-10,1.6488E-05,0,1
PgR069_g029,1,2.16722E-08,1.80008E-05,0,1
PgR069_g031,3,2.01823E-07,1.95871E-05,54.9863646,3
PgR069_g032,133,3.69775E-05,2.52921E-05,23568.00871,133
PgR069_g034,37,0.054149621,2.28671E-05,21330.00732,37
PgR069_g035,55,2.99546E-06,2.3667E-05,27043.17217,55
PgR069_g036,391,0.867737928,2.37852E-05,9570.52924,391
PgR069_g037,56,2.95103E-05,2.37535E-05,43453.65977,56
PgR069_g040,9,3.05904E-08,1.84952E-05,16864.64847,9
PgR069_g043,6,0.000115411,2.20673E-05,1472.41898,6
PgR069_g045,7,6.63926E-09,1.81838E-05,4278.809533,7
PgR069_g046,66,3.67291E-05,2.47415E-05,12929.59587,66
PgR069_g047,13,0.001646004,2.21981E-05,6094.442763,13
PgR069_g050,21,1.702E-05,2.30963E-05,4890.979822,21
PgR070_g001,7,3.25897E-07,2.13251E-05,502.6847969,7
PgR070_g002,3,2.63227E-08,1.99446E-05,43.67038355,3
PgR070_g003,31,0.051181913,2.23324E-05,18583.38072,31
PgR070_g005,13,6.98205E-06,2.2843E-05,4750.265981,13
PgR070_g006,87,0.025359413,2.58558E-05,44645.68984,87
PgR070_g008,15,1.46529E-12,1.46561E-05,20825.92194,15
PgR006_g025,3,1.11947E-14,1.2834E-05,10960,3
PgR006_g171,2,1.57149E-14,1.31296E-05,3.799354574,2
PgR070_g009,1,6.11337E-12,1.31709E-05,0,1
PgR070_g011,88,2.68057E-05,2.52864E-05,31522.65901,88
PgR070_g013,154,0.339595621,2.28014E-05,7243.350909,154
PgR070_g015,32,1.79031E-05,2.4558E-05,20284.7325,32
PgR070_g017,45,0.000194397,2.58652E-05,38200.38266,45
PgR070_g018,75,1.692E-05,2.48244E-05,10467.20918,75
PgR070_g019,119,0.000263954,2.55239E-05,73520.38823,119
PgR070_g020,6,2.09451E-07,1.9945E-05,3050.510319,6
PgR070_g021,1,0,1,0,1
PgR070_g024,11,1.70117E-05,2.32245E-05,9182.828895,11
PgR070_g026,14,0.003600228,2.23999E-05,18673.38419,14
PgR070_g027,19,0.000567103,2.33318E-05,17955.00542,19
PgR070_g028,34,0.081325371,2.08899E-05,775.7267398,34
PgR070_g029,7,1.38275E-07,2.06351E-05,13644.98403,7
PgR070_g030,16,1.27278E-06,2.18264E-05,15137.44398,16
PgR070_g031,7,6.20469E-05,2.23254E-05,1583.033896,7
PgR070_g032,10,4.62376E-11,1.55405E-05,1710.634038,10
PgR070_g033,2,4.55587E-07,1.93356E-05,69.69705111,2
PgR070_g034,7,1.13482E-07,2.09091E-05,5106.094464,7
PgR070_g035,30,4.45523E-05,2.45797E-05,73511.81291,30
PgR070_g036,4,2.38445E-06,1.98428E-05,95.03305593,4
PgR070_g038,14,6.89843E-07,2.18131E-05,27742.8321,14
PgR070_g039,324,0.670847477,2.3932E-05,15169.24402,324
PgR070_g041,3,2.91423E-07,1.76028E-05,853.5651757,3
PgR070_g042,105,9.68569E-06,2.53075E-05,49945.17837,105
PgR070_g043,32,1.18016E-05,2.43315E-05,36208.41662,32
PgR070_g044,10,4.44419E-05,2.19597E-05,14613.23726,10
PgR070_g045,49,1.52422E-05,2.38572E-05,3381.598851,49
PgR070_g047,26,4.06867E-07,2.16095E-05,10340.9099,26
PgR070_g049,22,0.000491535,2.42695E-05,49524.22308,22
PgR070_g050,25,0.027353153,2.28598E-05,8088.492608,25
PgR070_g051,7,2.21659E-07,2.04044E-05,2280.19543,7
PgR070_g052,13,9.74689E-06,2.22494E-05,9752.30735,13
PgR071_g001,26,1.72872E-05,2.46057E-05,27947.00796,26
PgR071_g002,42,3.21698E-05,2.51458E-05,31109.16213,42
PgR071_g003,17,2.10154E-05,2.38715E-05,11877.49101,17
PgR071_g004,63,0.07017567,2.36317E-05,1688.116278,63
PgR071_g005,3,3.1344E-05,1.9895E-05,818.7143036,3
PgR071_g006,21,0.008679434,2.39624E-05,29352.91477,21
PgR071_g007,10,3.70585E-07,2.21249E-05,4191.904286,10
PgR071_g008,37,0.000227722,2.5296E-05,26561.9486,37
PgR071_g009,123,0.000562629,2.65576E-05,95961.67525,123
PgR071_g010,6,3.29323E-08,2.0014E-05,11509.96293,6
PgR071_g011,9,4.76266E-05,2.05905E-05,7929.48699,9
PgR071_g015,46,1.80794E-06,2.29663E-05,12741.64242,46
PgR071_g016,28,0.00038325,2.47635E-05,22356.68439,28
PgR071_g017,4,3.97452E-12,1.23458E-05,24393.35641,4
PgR023_g081,1,1.43378E-14,1.08744E-05,0,1
PgR071_g018,3,1.10123E-09,1.36973E-05,35408.27527,3
PgR036_g047,1,3.97388E-12,1.19094E-05,0,1
PgR071_g019,34,1.0285E-06,2.1114E-05,72109.19948,34
PgR071_g020,150,0.351848918,2.24982E-05,32324.05036,150
PgR071_g021,38,3.5145E-05,2.574E-05,36853.278,38
PgR071_g025,6,4.96967E-12,1.43419E-05,43871.10054,6
PgR016_g018,1,1.79291E-14,1.23937E-05,0,1
PgR071_g027,97,4.10647E-05,2.61712E-05,34262.02278,97
PgR071_g028,1,2.57468E-12,1.48483E-05,0,1
PgR071_g029,5,1.97751E-12,1.50056E-05,4746.059936,5
PgR013_g078,5,1.94469E-12,1.5204E-05,4936.310266,5
PgR071_g030,19,6.67591E-05,2.38834E-05,11203.34628,19
PgR071_g031,2,3.05528E-08,1.81934E-05,0,2
PgR071_g032,7,0.000946415,2.19587E-05,13069.66556,7
PgR071_g033,61,1.18375E-05,2.5353E-05,18249.40748,61
PgR071_g034,5,1.42461E-07,1.98491E-05,851.0842263,5
PgR071_g036,11,3.60875E-07,2.231E-05,15289.39426,11
PgR071_g041,144,0.289377319,2.27448E-05,14534.05459,144
PgR071_g042,3,6.05109E-06,1.93446E-05,40939.12992,3
PgR071_g043,1,0,1,0,1
PgR071_g044,8,8.33312E-07,2.15694E-05,2188.705117,8
PgR071_g045,1,0,1,0,1
PgR071_g046,7,6.67174E-14,1.35027E-05,23570.91119,7
PgR071_g047,6,1.84237E-07,2.10664E-05,6310.85683,6
PgR071_g048,29,8.88965E-06,2.32008E-05,43829.1516,29
PgR071_g049,8,7.64838E-07,2.15987E-05,2064.236569,8
PgR071_g051,42,9.05056E-05,2.57553E-05,43458.22252,42
PgR071_g052,15,3.68833E-05,2.37079E-05,5893.070557,15
PgR071_g053,3,5.02422E-08,1.98365E-05,2.728306291,3
PgR071_g054,36,0.084339704,2.1081E-05,86.26592302,36
PgR071_g056,9,7.51226E-06,2.20138E-05,10651.14124,9
PgR071_g057,26,1.39909E-05,2.46542E-05,35506.49757,26
PgR071_g058,14,2.30095E-06,2.30739E-05,13971.50283,14
PgR023_g087,2,1.27299E-08,1.90006E-05,103.0180789,2
PgR072X_g001,20,5.69906E-06,2.33836E-05,18877.82725,20
PgR072X_g003,3,4.58902E-07,1.8686E-05,5885.531622,3
PgR072X_g004,75,3.80388E-05,2.51313E-05,29782.6095,75
PgR072X_g005,8,4.06053E-07,2.06535E-05,9362.433571,8
PgR072X_g006,16,2.77725E-06,2.29247E-05,11923.41404,16
PgR072X_g008,6,5.85201E-07,2.0886E-05,4667.584826,6
PgR072X_g009,5,2.14929E-08,1.92868E-05,22296.68921,5
PgR072X_g012,2,2.60696E-09,1.87227E-05,685.7028662,2
PgR072X_g013,40,1.30554E-05,2.47335E-05,16364.24936,40
PgR072X_g014,95,1.60552E-05,2.53485E-05,72919.18677,95
PgR072X_g015,72,8.06611E-06,2.42377E-05,23044.86875,72
PgR072X_g016,89,1.31555E-05,2.60451E-05,52087.4311,89
PgR072X_g017,405,0.854764737,2.3896E-05,15710.46129,405
PgR072X_g018,5,1.6911E-06,1.77239E-05,17470.45857,5
PgR072X_g020,50,1.17671E-05,2.48961E-05,69244.47418,50
PgR072X_g021,199,0.408192984,2.31787E-05,5620.900954,199
PgR072X_g022,3,1.12934E-10,1.42043E-05,21919,3
PgR072X_g024,6,8.16244E-06,2.09358E-05,2517.824379,6
PgR072X_g025,35,0.024207514,2.17969E-05,3717.015431,35
PgR072X_g028,16,4.32218E-10,1.80073E-05,8288.000814,16
PgR038X_g031,4,1.79143E-11,1.59051E-05,262.8150342,4
PgR072X_g029,10,1.23282E-09,1.79973E-05,7529.508711,10
PgR022X_g062,3,1.67164E-08,1.63597E-05,431.6485441,3
PgR072X_g030,44,2.78759E-05,2.45942E-05,15038.898,44
PgR072X_g031,3,2.03674E-07,1.68751E-05,58.32991631,3
PgR072X_g032,16,2.88088E-07,2.16844E-05,38947.64855,16
PgR072X_g034,16,0.000709287,2.27516E-05,15475.68886,16
PgR072X_g037,17,5.11798E-06,2.19E-05,3929.690959,17
PgR072X_g038,10,2.27628E-07,2.08895E-05,8757.138177,10
PgR073_g001,23,2.75441E-08,2.05385E-05,83421.18263,23
PgR073_g002,2,1.37479E-07,1.77794E-05,95.09296311,2
PgR073_g003,5,5.38351E-11,1.65169E-05,1422.057343,5
PgR073_g004,2,1.70007E-06,1.96429E-05,10960,2
PgR073_g005,6,3.94254E-08,1.95794E-05,6102.807213,6
PgR073_g006,32,4.64323E-06,2.46694E-05,13754.1226,32
PgR073_g007,3,1.15401E-07,2.03645E-05,165.2171108,3
PgR073_g008,40,2.12498E-05,2.44571E-05,12468.73937,40
PgR073_g009,12,2.24569E-05,2.2979E-05,15118.03551,12
PgR073_g010,13,2.59356E-06,2.20395E-05,14715.1539,13
PgR073_g011,2,5.51276E-09,1.84475E-05,150.5427596,2
PgR073_g013,19,1.25536E-05,2.29074E-05,13680.59103,19
PgR073_g014,70,0.14067008,2.24266E-05,2906.972373,70
PgR073_g015,1,6.53281E-11,1.46107E-05,0,1
PgR073_g018,161,0.253587925,2.37976E-05,18035.57651,161
PgR073_g019,14,6.6179E-06,2.30171E-05,6073.426118,14
PgR073_g020,46,6.13149E-05,2.59632E-05,68259.78596,46
PgR073_g021,10,0.001910897,2.319E-05,26029.93814,10
PgR073_g022,13,0.001105964,2.27868E-05,1928.122302,13
PgR073_g023,5,6.44674E-11,1.56578E-05,0,5
PgR073_g024,17,2.58018E-06,2.3238E-05,8450.750232,17
PgR073_g025,36,8.2775E-05,2.47746E-05,46571.47695,36
PgR073_g026,19,7.15133E-07,2.29421E-05,16561.4794,19
PgR073_g027,17,2.44524E-05,2.31777E-05,21709.84069,17
PgR073_g028,3,6.42665E-08,1.8889E-05,4957.718806,3
PgR073_g030,30,2.16113E-06,2.30208E-05,6298.477071,30
PgR073_g035,11,6.31716E-05,2.23769E-05,26945.7137,11
PgR073_g036,9,2.3727E-06,2.14864E-05,3287.622348,9
PgR073_g037,1,9.4784E-09,1.67782E-05,0,1
PgR073_g039,17,0.0021083,2.43345E-05,17600.3748,17
PgR073_g040,26,2.35266E-05,2.39194E-05,114796.5826,26
PgR073_g041,156,0.363155562,2.32878E-05,4203.276794,156
PgR073_g043,6,0.00290025,2.17311E-05,21423.32598,6
PgR073_g044,1,5.21759E-11,1.53785E-05,0,1
PgR073_g045,2,0.000227187,1.96367E-05,990.5372639,2
PgR073_g046,10,7.65413E-06,2.23369E-05,5517.235855,10
PgR074X_g001,27,0.001210561,2.47145E-05,41220.48263,27
PgR074X_g002,107,0.167138038,2.31289E-05,11283.10456,107
PgR074X_g003,47,8.06518E-06,2.34395E-05,83755.8506,47
PgR074X_g004,7,1.68524E-07,2.10261E-05,4931.348405,7
PgR074X_g006,10,6.41833E-06,2.32775E-05,2600.678749,10
PgR074X_g007,1,8.56652E-17,1.14617E-05,0,1
PgR074X_g008,2,3.53252E-13,1.37212E-05,798.6326818,2
PgR074X_g010,27,0.007562015,2.44081E-05,32399.65356,27
PgR074X_g011,6,7.02646E-07,2.06411E-05,3260.889279,6
PgR074X_g012,45,2.13814E-05,2.45954E-05,74415.07174,45
PgR074X_g013,8,1.65678E-08,1.98106E-05,1479.691266,8
PgR074X_g014,111,7.44556E-06,2.5346E-05,43793.18664,111
PgR074X_g015,5,4.79112E-08,1.64422E-05,56598.12602,5
PgR074X_g018,39,5.60977E-05,2.54842E-05,52401.4333,39
PgR074X_g020,1,2.05647E-14,1.25873E-05,0,1
