Gene,Degree,Eigen,Closeness,Betweenness,Strengths
PgR003_g173,56,7.10609E-05,2.46944E-05,26460.59868,56
PgB04_g174,51,9.25665E-06,2.38299E-05,30326.2527,51
PgB02X_g106,4,1.23736E-13,1.35232E-05,578.5255347,4
PgR003_g174,6,6.45814E-12,1.48045E-05,17252.22823,6
PgR003_g175,45,0.079796135,2.30995E-05,9572.906932,45
PgR003_g180,141,0.231336008,2.35051E-05,18087.75989,141
PgB02X_g194,6,0.000993745,2.01268E-05,1851.337074,6
PgR003_g181,7,1.80804E-05,2.24522E-05,22146.94514,7
PgR003_g183,11,7.21659E-14,1.38179E-05,11603.20445,11
PgR003_g185,26,1.73294E-06,2.38243E-05,13786.29119,26
PgR003_g188,1,3.92943E-08,1.78088E-05,0,1
PgR003_g189,2,9.1069E-08,1.79122E-05,73.00503786,2
PgR003_g191,24,5.28707E-05,2.50263E-05,19126.97495,24
PgB08_g041,14,9.30317E-07,2.21053E-05,8954.440409,14
PgR003_g192,14,1.45514E-06,2.28238E-05,9501.515109,14
PgR003_g193,16,4.95931E-06,2.37614E-05,15621.00338,16
PgR003_g194,51,1.99994E-06,2.3075E-05,12853.24059,51
PgR003_g196,163,0.253782793,2.40136E-05,7759.572249,163
PgR003_g197,11,5.6283E-06,2.24957E-05,5303.382573,11
PgR003_g198,5,1.28307E-09,1.65248E-05,2857.363005,5
PgR003_g199,15,9.35061E-05,2.28734E-05,7622.694655,15
PgR003_g202,208,0.406147657,2.28258E-05,7690.107428,208
PgR003_g203,51,5.45911E-12,1.52562E-05,63080.02675,51
PgR003_g093,2,2.19735E-14,1.31574E-05,2.125531382,2
PgR003_g205,84,4.54999E-05,2.53274E-05,31173.2693,84
PgR003_g206,3,4.67103E-09,1.71848E-05,11257.15173,3
PgR003_g208,17,7.02963E-05,2.25841E-05,8110.229544,17
PgB18_g043,22,4.51811E-05,2.42313E-05,16011.08724,22
PgR003_g209,11,1.71837E-05,2.24497E-05,5638.688166,11
PgR003_g211,13,2.99864E-07,2.03277E-05,15828.59677,13
PgB03_g088,19,1.33365E-06,2.22563E-05,29517.8884,19
PgB04_g152,21,3.85121E-07,2.23479E-05,39037.95632,21
PgB11_g076,3,5.00832E-08,1.8586E-05,34.90490756,3
PgR003_g212,9,2.30411E-07,1.99653E-05,9077.39247,9
PgR003_g213,14,0.000103035,2.31841E-05,10446.05194,14
PgR003_g215,16,4.52233E-06,2.26716E-05,83888.55634,16
PgR003_g216,3,5.77495E-06,1.92556E-05,348.0945757,3
PgR003_g218,35,2.87709E-05,2.49029E-05,25521.33,35
PgR003_g219,35,1.47349E-05,2.50332E-05,28474.11268,35
PgR003_g220,47,3.96164E-05,2.51256E-05,27644.60102,47
PgR003_g221,29,0.000237263,2.48114E-05,32495.7268,29
PgR003_g223,5,0.003687405,2.0139E-05,10132.39779,5
PgR003_g224,29,9.9623E-06,2.4487E-05,27991.18202,29
PgR003_g225,56,2.43688E-05,2.45266E-05,31559.54377,56
PgB16_g017,10,0.002842805,2.26244E-05,7736.238189,10
PgR003_g226,9,1.32588E-05,2.18866E-05,7123.848649,9
PgR003_g227,13,1.54269E-05,2.30734E-05,4982.20348,13
PgR003_g230,55,0.090975443,2.16441E-05,2002.47187,55
PgR003_g232,32,2.46815E-06,2.40529E-05,31091.772,32
PgR003_g233,7,1.44908E-07,2.07667E-05,1803.783302,7
PgR003_g238,4,3.46906E-05,2.09516E-05,670.8819761,4
PgR003_g240,8,0.000316304,2.23354E-05,3136.397336,8
PgR003_g241,26,8.53127E-11,1.56304E-05,3214.286466,26
PgR003_g243,149,0.189248725,2.45851E-05,40084.98212,149
PgR003_g244,39,1.47112E-05,2.51959E-05,46048.20484,39
PgR003_g246,7,1.07394E-06,2.12576E-05,4631.586863,7
PgR003_g247,43,1.87385E-06,2.28363E-05,24710.72477,43
PgR003_g249,2,2.14375E-10,1.59335E-05,2293.352419,2
PgR003_g255,4,3.24873E-07,2.09393E-05,7854.279447,4
PgR003_g257,20,1.56484E-06,2.35555E-05,9161.851247,20
PgR003_g258,26,8.79336E-06,2.47225E-05,26067.10088,26
PgR003_g259,33,0.013227726,2.26337E-05,18646.06252,33
PgR003_g260,27,0.002846995,2.45104E-05,253251.427,27
PgR003_g262,3,3.20884E-15,1.24099E-05,27.19328267,3
PgR003_g263,123,8.49938E-06,2.475E-05,10907.02275,123
PgR003_g264,43,0.004324163,2.53891E-05,86515.72506,43
PgR003_g266,54,0.104330662,2.25622E-05,7268.117579,54
PgR003_g268,2,2.05244E-10,1.72292E-05,44900.09571,2
PgR003_g269,33,1.21847E-05,2.34296E-05,54134.52285,33
PgB11_g046,3,1.06778E-07,1.99362E-05,352.4035387,3
PgR003_g270,21,2.72983E-05,2.39797E-05,16595.19803,21
PgR001X_g037,20,0.000374252,2.42836E-05,41749.77952,20
PgR003_g271,5,6.37806E-07,2.12175E-05,239.342603,5
PgR004_g001,31,8.67315E-05,2.4573E-05,18812.58193,31
PgR004_g002,35,4.80777E-05,2.4558E-05,24396.98068,35
PgR004_g003,13,3.5316E-07,2.17993E-05,3922.292315,13
PgR004_g005,20,0.000173234,2.44708E-05,16845.49031,20
PgR004_g006,14,2.86268E-05,2.29711E-05,11840.15071,14
PgR004_g007,35,6.95928E-06,2.43653E-05,3510.807903,35
PgR004_g012,18,0.021880514,2.01686E-05,25.18135819,18
PgE138_g002,2,6.15936E-09,1.66522E-05,0,2
PgR004_g013,3,2.58061E-07,1.7418E-05,2024.147758,3
PgR004_g017,338,0.813920722,2.31669E-05,11468.95699,338
PgR004_g018,4,3.02741E-06,1.94262E-05,960.8095732,4
PgB01_g214,32,2.68728E-08,2.04771E-05,34566.89026,32
PgB03_g042,3,3.53232E-09,1.89631E-05,465.0714394,3
PgR004_g021,15,5.23162E-10,1.80157E-05,2916.671184,15
PgR003_g099,7,2.77868E-10,1.72843E-05,657.5240708,7
PgR004_g023,1,0,1,0,1
PgR004_g027,32,2.80434E-06,2.39664E-05,23542.77252,32
PgR004_g028,303,0.631706483,2.33536E-05,11161.91656,303
PgR004_g030,236,0.46893384,2.31911E-05,12174.53018,236
PgR004_g032,21,0.004940824,2.45146E-05,33476.67834,21
PgR004_g035,11,5.45317E-05,2.23999E-05,4230.622108,11
PgR004_g036,201,0.354953299,2.45333E-05,26433.44603,201
PgR004_g037,75,0.000942958,2.59707E-05,113974.1929,75
PgR004_g039,40,0.031550047,2.46871E-05,56796.98053,40
PgR004_g040,24,1.59193E-05,2.38692E-05,32350.31476,24
PgR004_g042,3,8.95146E-05,1.82053E-05,3318.901095,3
PgR004_g044,24,3.01327E-05,2.45809E-05,18801.72077,24
PgR004_g045,62,3.2837E-06,2.36496E-05,7138.13461,62
PgB01_g111,28,5.08808E-06,2.392E-05,10412.05501,28
PgR004_g046,10,1.08121E-06,2.2007E-05,1695.990634,10
PgR004_g048,61,8.28756E-05,2.5941E-05,55101.88774,61
PgR004_g049,8,3.86511E-08,1.87007E-05,901.237163,8
PgR004_g050,121,3.72273E-05,2.52512E-05,35367.56607,121
PgR004_g052,13,1.14511E-05,2.34165E-05,12725.21125,13
PgR004_g053,120,3.24704E-05,2.55539E-05,23521.48451,120
PgR004_g056,36,0.003554067,2.54052E-05,29347.81062,36
PgR004_g057,15,9.65744E-09,1.90643E-05,22773.48212,15
PgR004_g059,12,0.012740744,1.98452E-05,5181.956272,12
PgR004_g061,17,2.00798E-11,1.55649E-05,74497.10088,17
PgB03_g144,11,2.62241E-13,1.44532E-05,9987.400878,11
PgB09_g085,25,1.87254E-12,1.4562E-05,2931.492032,25
PgR004_g058,2,1.50747E-13,1.36778E-05,398.2669198,2
PgR004_g062,74,0.069188177,2.34346E-05,34222.59758,74
PgR004_g064,44,0.009606936,2.57898E-05,107734.3755,44
PgR002_g244,6,3.49743E-05,2.13479E-05,1729.97608,6
PgR004_g065,34,5.55408E-05,2.48812E-05,14057.8111,34
PgR004_g068,24,0.000154525,2.44135E-05,33942.84148,24
PgR004_g069,13,4.36625E-05,2.32607E-05,49004.00346,13
PgR004_g070,11,2.33841E-07,2.13393E-05,2581.919056,11
PgR004_g074,3,4.65346E-07,1.61983E-05,21919,3
PgR004_g076,35,0.008354929,2.35444E-05,23675.29541,35
PgR004_g079,1,0,1,0,1
PgR004_g080,28,1.10717E-05,2.46099E-05,15218.70273,28
PgR004_g081,363,0.796488391,2.35599E-05,11737.77676,363
PgR004_g082,7,1.54829E-06,2.13101E-05,14644.83311,7
PgR002_g058,6,2.95738E-06,2.08186E-05,2705.588539,6
PgR004_g085,41,0.005145539,2.50019E-05,33922.49406,41
PgR004_g086,109,2.24859E-05,2.6246E-05,49750.46594,109
PgR004_g087,22,8.59147E-07,2.28624E-05,6078.996042,22
PgR004_g088,20,0.000365327,2.45628E-05,8283.912913,20
PgR004_g091,17,9.36592E-06,2.31803E-05,7482.661759,17
PgR004_g093,49,5.09986E-05,2.60668E-05,74077.69305,49
PgR004_g095,27,1.53032E-05,2.29626E-05,61500.97962,27
PgR004_g096,26,1.26004E-06,2.32834E-05,14225.99874,26
PgR004_g098,13,2.98674E-05,2.3494E-05,9977.249661,13
PgR004_g099,40,4.88079E-05,2.51674E-05,34082.08389,40
PgB04_g100,12,0.000619496,2.33454E-05,5503.113822,12
PgR004_g102,137,0.202254918,2.3218E-05,13116.0242,137
PgR004_g105,27,2.6298E-06,2.38118E-05,10307.494,27
PgR004_g108,14,3.25567E-10,1.64498E-05,86158.10785,14
PgR004_g109,8,1.10878E-05,2.25505E-05,1963.647775,8
PgR004_g110,12,3.12457E-06,2.27113E-05,4686.20599,12
PgB01_g009,9,1.3244E-06,2.22222E-05,3491.798987,9
PgR004_g111,11,3.62297E-06,2.27946E-05,10091.97685,11
PgB01_g062,17,3.75533E-05,2.32191E-05,97894.1707,17
PgR004_g112,18,1.0458E-05,2.17486E-05,508107.1466,18
PgB14X_g006,4,3.78232E-08,1.78094E-05,14391.16407,4
PgR001X_g152,6,3.77441E-08,1.81127E-05,52564.67181,6
PgR004_g114,38,5.2179E-06,2.40431E-05,6842.723471,38
PgR004_g115,16,6.54128E-06,2.20473E-05,25348.37498,16
PgR004_g116,16,1.61141E-07,2.13881E-05,4081.878311,16
PgR004_g117,87,7.94187E-05,2.49844E-05,23189.44089,87
PgR004_g118,16,2.04217E-06,2.3406E-05,3969.867508,16
PgB05_g128,11,5.94713E-05,2.29331E-05,11156.87533,11
PgR004_g119,5,1.717E-05,2.0367E-05,5541.636723,5
PgR004_g120,27,6.66937E-06,2.37254E-05,9378.600253,27
PgR004_g121,7,7.98177E-06,2.15438E-05,17090.89485,7
PgR004_g122,80,0.000132135,2.64739E-05,326265.117,80
PgR004_g123,54,4.35853E-05,2.55519E-05,20916.31081,54
PgR004_g125,54,0.003281464,2.58672E-05,64545.4913,54
PgR004_g126,102,0.195159923,2.28629E-05,3243.511546,102
PgR004_g127,21,0.001925409,2.43588E-05,27600.09343,21
PgR004_g130,9,3.28166E-06,2.23614E-05,3853.020626,9
PgR004_g133,345,0.758568969,2.33929E-05,10328.9474,345
PgR004_g135,12,1.30603E-06,2.28974E-05,4792.280605,12
PgR004_g136,11,1.48366E-08,1.93199E-05,13818.88212,11
PgR004_g137,16,2.17212E-05,2.35494E-05,14587.39643,16
PgR004_g138,34,0.000195456,2.56141E-05,37526.1596,34
PgR004_g141,1,4.44494E-12,1.53856E-05,0,1
PgR004_g142,29,0.001134604,2.45254E-05,43301.48863,29
PgR004_g143,35,0.001895814,2.55977E-05,142540.6911,35
PgR004_g144,24,0.029636521,2.25769E-05,16529.4554,24
PgR004_g145,36,4.31846E-06,2.47237E-05,26391.45724,36
PgB03_g113,39,2.3777E-05,2.47543E-05,27000.55171,39
PgR001X_g002,17,1.52705E-05,2.31305E-05,23387.69,17
PgR001X_g237,1,0,1,0,1
PgR004_g147,204,0.334263621,2.39126E-05,27214.11957,204
PgR004_g148,2,7.74639E-08,1.88868E-05,63225.04693,2
PgR004_g150,6,4.80844E-06,1.93106E-05,2157.02453,6
PgR004_g152,16,0.0001335,2.36289E-05,7273.101302,16
PgR004_g153,28,1.38734E-05,2.38823E-05,16528.73185,28
PgR004_g154,11,2.54171E-07,2.17429E-05,7648.561465,11
PgR004_g155,5,3.2774E-07,2.05061E-05,33057.32543,5
PgR004_g156,28,0.000283154,2.47072E-05,18068.12839,28
PgR004_g157,29,0.030360442,2.36703E-05,18952.07548,29
PgR004_g159,19,2.76637E-06,2.34973E-05,7647.501382,19
PgR004_g160,21,0.000740257,2.43712E-05,40859.93977,21
PgR004_g161,9,5.54422E-07,2.17424E-05,2028.512852,9
PgR004_g162,28,2.46962E-07,2.22732E-05,13783.39883,28
PgR004_g163,25,1.22577E-05,2.43677E-05,26883.33149,25
PgR004_g165,13,4.46966E-07,2.20648E-05,3522.25792,13
PgB02X_g159,35,6.96973E-06,2.34483E-05,36206.87795,35
PgR004_g169,9,9.58848E-08,2.09925E-05,115659.5041,9
PgR004_g171,31,0.000415697,2.49825E-05,25043.39778,31
PgR004_g172,4,1.177E-05,2.01824E-05,131.265748,4
PgR004_g173,168,0.389094314,2.26383E-05,1858.022714,168
PgR004_g174,13,3.06149E-05,2.27557E-05,11282.81408,13
PgR004_g176,18,0.007370012,2.258E-05,15016.70576,18
PgB18_g046,15,3.90959E-05,2.2877E-05,25251.35795,15
PgR004_g177,133,1.51595E-05,2.48961E-05,13629.18996,133
PgR004_g179,8,6.18515E-06,2.18231E-05,1454.522885,8
PgR004_g181,92,2.74833E-05,2.50815E-05,27699.76874,92
PgR004_g183,116,2.86703E-05,2.54188E-05,36898.30421,116
PgR004_g184,12,1.54843E-06,2.29158E-05,4115.13312,12
PgR004_g186,10,9.46782E-05,2.31E-05,1811.121692,10
PgR004_g187,32,2.8613E-06,2.38084E-05,13607.35103,32
PgR004_g188,7,9.10628E-07,2.17457E-05,199.9080632,7
PgR004_g189,29,1.18131E-06,2.32482E-05,6380.805088,29
PgR004_g190,14,0.001983856,2.25989E-05,7439.544047,14
PgR004_g191,7,4.10984E-06,2.08242E-05,1925.80908,7
PgR004_g192,235,0.556734511,2.30484E-05,13018.98204,235
PgR004_g194,14,1.41944E-05,2.39762E-05,11679.66951,14
PgR004_g195,15,0.000107398,2.34039E-05,16430.14658,15
PgB01_g021,5,1.45636E-06,2.06915E-05,25128.13694,5
PgR004_g200,27,0.050280011,2.13061E-05,520.7395776,27
PgR004_g202,57,0.09410143,2.23374E-05,4937.528892,57
PgR004_g203,66,0.131881388,2.25327E-05,10335.90736,66
PgR004_g204,15,5.90404E-05,2.2899E-05,7993.330144,15
PgR004_g208,2,4.19285E-09,1.86532E-05,153.7209322,2
PgR004_g209,280,0.596033897,2.33378E-05,9714.16354,280
PgR004_g210,16,3.01043E-05,2.18103E-05,2412.292824,16
PgR004_g211,132,0.264796464,2.35638E-05,9735.303539,132
PgB06_g124,6,1.03965E-06,2.18221E-05,2531.429454,6
PgR004_g212,6,4.19826E-06,2.13771E-05,20207.99027,6
PgR004_g213,5,3.19009E-08,2.00554E-05,724.0303282,5
PgR004_g214,20,1.1756E-05,2.41388E-05,17422.43153,20
PgR004_g215,2,4.59048E-08,1.91164E-05,55.39524566,2
PgR004_g219,40,0.000865768,2.56489E-05,43723.24493,40
PgR004_g221,61,3.9239E-05,2.44302E-05,29834.85952,61
PgR004_g223,72,0.00024018,2.47158E-05,16845.02147,72
PgR004_g224,35,0.002974453,2.49694E-05,32435.68371,35
PgR004_g225,37,4.63392E-12,1.55865E-05,56891.86577,37
PgR004_g226,13,1.22524E-06,2.28357E-05,6616.973088,13
PgB02X_g178,5,4.50563E-09,1.85957E-05,11438.52024,5
PgR004_g227,32,9.38743E-07,2.2199E-05,20748.50769,32
PgR004_g228,1,9.06406E-09,1.85298E-05,0,1
PgR004_g229,57,4.2846E-05,2.5373E-05,103151.39,57
PgR004_g231,24,0.011057242,2.33285E-05,10010.64112,24
PgR004_g232,10,0.000495052,2.24709E-05,6331.905959,10
PgR004_g233,28,7.0963E-05,2.33945E-05,17383.99145,28
PgR004_g234,26,0.010689351,2.4493E-05,34488.24669,26
PgR004_g236,14,2.05297E-07,2.13589E-05,11485.96078,14
PgR004_g238,111,1.01E-05,2.49383E-05,18702.20497,111
PgR004_g239,14,1.32756E-05,2.29853E-05,18439.90613,14
PgR004_g240,15,1.55259E-05,2.30356E-05,6561.498724,15
PgR004_g241,12,3.11797E-06,2.19375E-05,18885.72694,12
PgR004_g242,123,0.18500368,2.37434E-05,11354.95002,123
PgR004_g243,258,0.518742655,2.34973E-05,7492.300728,258
PgR004_g245,21,4.33844E-05,2.4619E-05,6392.300794,21
PgR004_g246,71,2.73416E-05,2.51282E-05,18911.56061,71
PgR004_g249,40,0.000873829,2.59538E-05,81041.10513,40
PgR004_g251,11,0.000799031,2.22921E-05,20915.76424,11
PgR005X_g001,6,5.68707E-08,2.05141E-05,75918.3486,6
PgR005X_g002,13,1.94447E-08,2.03393E-05,9577.066165,13
PgR005X_g003,38,1.36045E-06,2.31959E-05,8805.923843,38
PgR005X_g005,18,2.10351E-05,2.37349E-05,7466.063179,18
PgR005X_g008,3,9.60196E-08,1.96936E-05,176.6065242,3
PgR005X_g009,12,2.45276E-05,2.29321E-05,2762.39294,12
PgR005X_g010,7,1.20477E-05,2.16057E-05,1879.630006,7
PgR005X_g013,9,0.00014376,2.33661E-05,2652.43749,9
PgR005X_g014,68,5.19835E-06,2.4376E-05,39084.05885,68
PgR005X_g016,14,8.0318E-05,2.29574E-05,72192.26289,14
PgR005X_g017,24,0.000110337,2.3982E-05,10449.89691,24
PgR005X_g019,14,7.76068E-06,1.95416E-05,22310.28236,14
PgR005X_g020,33,2.81124E-06,2.4564E-05,24956.6425,33
PgR005X_g021,32,2.39774E-05,2.43778E-05,16505.73252,32
PgR003_g096,10,1.33886E-07,2.07336E-05,6722.998043,10
PgR005X_g024,18,8.63159E-07,2.22975E-05,28305.05302,18
PgR005X_g025,222,0.427925412,2.30023E-05,5116.765776,222
PgR005X_g026,6,1.51305E-09,1.83268E-05,2045.676616,6
PgR005X_g027,10,8.66587E-05,2.21146E-05,8622.943823,10
PgR005X_g028,4,1.57979E-07,2.01167E-05,1410.988925,4
PgR005X_g029,96,8.91042E-06,2.55526E-05,64307.27148,96
PgR005X_g030,7,3.56507E-07,2.13698E-05,5652.120992,7
PgR005X_g031,13,1.12838E-06,2.25912E-05,6721.555857,13
PgR005X_g032,3,3.32181E-07,2.00529E-05,827.6333974,3
PgR005X_g035,11,1.30211E-09,1.77182E-05,7012.684464,11
PgR005X_g036,14,9.96996E-08,1.94277E-05,52085.32212,14
PgR005X_g038,20,5.96095E-06,2.36636E-05,6303.526195,20
PgR005X_g040,11,6.55962E-06,2.212E-05,9516.676193,11
PgR005X_g041,17,1.37902E-05,2.34033E-05,2785.625523,17
PgR005X_g042,29,1.65152E-05,2.41838E-05,17798.99895,29
PgR005X_g043,44,0.050529669,2.38005E-05,16483.91012,44
PgR005X_g044,6,5.99283E-14,1.38625E-05,11091.08549,6
PgR005X_g045,11,1.14135E-06,2.2478E-05,4123.483921,11
PgR005X_g047,16,4.81477E-06,2.35117E-05,3317.826386,16
PgR005X_g048,1,6.74159E-12,1.36193E-05,0,1
PgR005X_g049,22,6.75074E-13,1.3953E-05,6401.670389,22
PgR005X_g051,1,2.05356E-14,1.31782E-05,0,1
PgR005X_g052,42,1.18885E-05,2.44087E-05,6241.22822,42
PgR005X_g053,1,1.02027E-10,1.53516E-05,0,1
PgR005X_g055,9,1.66277E-06,2.21141E-05,4349.154901,9
PgR005X_g056,13,1.78901E-05,2.32272E-05,85895.18393,13
PgR005X_g057,145,0.199392822,2.42242E-05,33702.96325,145
PgR005X_g058,30,3.51965E-05,2.48361E-05,25411.45482,30
PgR005X_g059,24,8.23182E-06,2.38197E-05,7380.031312,24
PgR005X_g061,21,3.70991E-05,2.41319E-05,4981.878658,21
PgR005X_g062,9,2.99592E-07,2.08503E-05,9940.325193,9
PgR005X_g063,6,2.1149E-07,2.01955E-05,11784.43495,6
PgR005X_g066,10,1.34584E-06,2.2142E-05,6914.104129,10
PgR005X_g072,9,3.562E-09,1.52362E-05,20995.08764,9
PgR005X_g075,12,0.005778185,2.21695E-05,6942.174917,12
PgR005X_g076,168,1.89561E-05,2.56594E-05,55267.42711,168
PgR005X_g077,31,3.70272E-06,2.39286E-05,12847.04405,31
PgR005X_g078,123,1.4489E-05,2.50702E-05,10650.75056,123
PgR005X_g079,88,3.43641E-05,2.56931E-05,55248.5502,88
PgR005X_g080,10,1.03964E-05,2.15889E-05,50330.99731,10
PgB07_g025,7,9.89733E-08,1.96726E-05,27489.45209,7
PgR005X_g081,42,0.000307317,2.56674E-05,50216.0092,42
PgR005X_g084,19,1.42743E-05,2.41319E-05,13829.81547,19
PgR005X_g085,25,2.94555E-05,2.44039E-05,13762.11274,25
PgR005X_g086,10,1.50092E-05,2.29353E-05,8456.530019,10
PgR005X_g089,61,7.58392E-06,2.43143E-05,5764.314732,61
PgR005X_g090,21,5.14286E-07,2.26948E-05,3881.873578,21
PgR005X_g091,74,1.13465E-05,2.5468E-05,45298.02535,74
PgR005X_g092,101,1.35287E-05,2.53826E-05,33991.99131,101
PgR005X_g093,15,2.21424E-05,2.35023E-05,10420.82147,15
PgR005X_g094,38,3.4476E-06,2.46725E-05,30111.82368,38
PgR005X_g095,49,1.7273E-06,2.36306E-05,15861.41253,49
PgR005X_g097,1,2.48138E-14,1.20961E-05,0,1
PgB06_g022,10,4.75512E-06,2.10544E-05,11523.44847,10
PgR005X_g098,23,2.10763E-06,2.33568E-05,12244.52998,23
PgR005X_g099,41,5.75476E-05,2.58491E-05,34730.73058,41
PgR005X_g103,84,1.73032E-06,2.40246E-05,42190.41021,84
PgR005X_g108,34,2.13645E-05,2.49358E-05,36099.32045,34
PgR005X_g110,11,9.87307E-07,2.05069E-05,12340.7184,11
PgR005X_g111,136,2.21288E-05,2.54933E-05,28386.10673,136
PgB01_g229,37,3.40346E-05,2.52845E-05,46633.69206,37
PgR005X_g113,31,0.000145936,2.51775E-05,40719.24362,31
PgR005X_g114,95,0.000227393,2.6791E-05,62844.36674,95
PgR005X_g050,16,4.33582E-06,2.36664E-05,9227.812854,16
PgR005X_g115,6,1.38818E-09,1.86578E-05,978.3104167,6
PgB02X_g209,57,2.95811E-05,2.56588E-05,31096.19764,57
PgR005X_g116,37,4.05024E-06,2.48201E-05,29039.90102,37
PgR005X_g117,18,3.04849E-05,2.352E-05,12365.71295,18
PgR005X_g119,39,4.60009E-05,2.51832E-05,15210.04882,39
PgR005X_g120,38,2.91742E-05,2.53312E-05,43165.7931,38
PgB01_g005,13,3.69057E-05,2.3731E-05,3572.515205,13
PgR005X_g121,58,5.08815E-05,2.63255E-05,118879.2461,58
PgR005X_g122,5,2.23838E-06,2.15997E-05,331.718203,5
PgR005X_g123,42,2.35938E-06,2.42607E-05,18147.55545,42
PgR005X_g124,6,2.48502E-07,2.05859E-05,975.5038798,6
PgR005X_g125,22,6.35709E-06,2.32423E-05,5143.848123,22
PgR005X_g126,24,3.45698E-05,2.30139E-05,5003.328958,24
PgR005X_g127,24,0.000236639,2.40541E-05,23288.86228,24
PgR005X_g128,19,4.18074E-05,2.32634E-05,20447.05494,19
PgR005X_g130,1,1.46757E-07,1.95963E-05,0,1
PgR005X_g132,4,8.04047E-14,1.31409E-05,598.7494601,4
PgR005X_g133,16,0.000206746,2.38078E-05,7967.743457,16
PgR005X_g134,68,0.000153436,2.54628E-05,53162.58889,68
PgR005X_g135,11,2.94235E-06,2.09109E-05,5717.380448,11
PgR005X_g136,11,1.49128E-05,2.27915E-05,3306.73733,11
PgB04_g166,8,7.2045E-08,1.98815E-05,4901.751146,8
PgR005X_g137,9,3.86526E-08,1.97609E-05,3444.464653,9
PgR005X_g138,12,0.000173219,2.36485E-05,8150.282436,12
PgR005X_g139,25,0.013256366,2.39774E-05,28671.71629,25
PgR005X_g140,36,0.012991995,2.392E-05,24034.19231,36
PgR005X_g141,34,0.011269023,2.36049E-05,24538.16777,34
PgR005X_g142,31,7.16661E-07,2.31289E-05,6785.341701,31
PgR005X_g143,71,3.91928E-06,2.41984E-05,17931.79057,71
PgB17_g059,3,3.27613E-08,1.99259E-05,68.09101342,3
PgR005X_g144,12,1.5516E-06,2.2792E-05,5121.898409,12
PgB04_g144,9,2.25354E-06,2.18665E-05,1614.704581,9
PgR005X_g145,22,1.01499E-05,2.35732E-05,29860.30391,22
PgR005X_g146,18,0.014680891,2.19563E-05,10041.62159,18
PgB01_g055,38,6.03758E-06,2.42154E-05,13325.49855,38
PgR005X_g147,125,1.72898E-05,2.50445E-05,12624.71261,125
PgR005X_g148,18,0.002376421,2.36088E-05,17198.01547,18
PgR005X_g150,8,7.91517E-06,2.13393E-05,1683.82523,8
PgR005X_g151,8,2.70307E-05,2.19795E-05,7211.497425,8
PgR005X_g152,4,7.03624E-13,1.41277E-05,128.936862,4
PgR005X_g153,3,5.5143E-10,1.62909E-05,659.3344679,3
PgR005X_g154,9,4.78208E-07,2.13497E-05,29206.15703,9
PgR005X_g155,15,2.20282E-07,2.19015E-05,421.4449231,15
PgR005X_g156,18,0.025293822,2.07271E-05,63.7188001,18
PgR005X_g158,27,0.003322995,2.48886E-05,23560.88521,27
PgR005X_g160,87,5.57103E-05,2.60471E-05,48065.45773,87
PgR005X_g165,21,0.000362267,2.47091E-05,16157.08748,21
PgR005X_g167,36,0.000209423,2.48812E-05,56875.97147,36
PgB05_g139,11,6.09538E-06,2.28728E-05,6405.554386,11
PgR005X_g168,164,0.290982472,2.36289E-05,19760.11285,164
PgR005X_g170,27,0.000905215,2.47512E-05,52166.39289,27
PgR005X_g171,25,7.95045E-06,2.36183E-05,44726.42897,25
PgR005X_g172,19,1.36485E-05,2.42313E-05,15127.56717,19
PgR005X_g174,55,6.45964E-06,2.47262E-05,22250.95957,55
PgR005X_g175,8,5.25037E-07,2.22811E-05,1669.600302,8
PgR005X_g176,28,4.85589E-05,2.42907E-05,15730.76994,28
PgB12X_g037,13,5.60412E-06,2.30203E-05,4991.491801,13
PgR005X_g177,21,0.000736941,2.44876E-05,12285.57473,21
PgR005X_g178,68,9.58266E-05,2.57719E-05,25187.44461,68
PgB06_g044,32,0.001035645,2.56627E-05,56703.47472,32
PgR005X_g179,29,3.30449E-05,2.48102E-05,7860.131956,29
PgR005X_g181,2,1.15845E-07,1.8134E-05,141.9588911,2
PgR005X_g182,163,1.40888E-05,2.52366E-05,28255.25738,163
PgR005X_g183,2,6.57042E-07,1.7168E-05,0,2
PgR005X_g185,34,5.18192E-05,2.49732E-05,71246.87003,34
PgR005X_g186,13,9.83337E-05,2.31712E-05,7302.842808,13
PgR005X_g188,63,1.56695E-05,2.45706E-05,36029.77961,63
PgB09_g065,8,1.66918E-07,2.13174E-05,1749.400566,8
PgR005X_g189,7,2.50526E-05,2.16788E-05,1796.598254,7
PgR005X_g191,10,1.5856E-07,2.14059E-05,4150.316833,10
PgR005X_g193,16,9.3137E-06,2.35899E-05,5775.632822,16
PgR005X_g195,6,1.58369E-06,2.17713E-05,9528.499546,6
PgR005X_g199,15,3.75714E-07,2.07426E-05,45569.88781,15
PgR005X_g200,38,4.75771E-05,2.40489E-05,75129.24532,38
PgR005X_g201,16,1.19057E-11,1.54878E-05,46084.6621,16
PgR005X_g202,9,2.54986E-07,2.13995E-05,9178.19182,9
PgR005X_g204,16,1.79301E-06,2.28974E-05,69435.62705,16
PgR005X_g207,79,0.001109067,2.62764E-05,52552.99673,79
PgR005X_g210,2,7.17008E-13,1.4658E-05,8872.494429,2
PgR005X_g212,78,9.45687E-06,2.48127E-05,30393.66732,78
PgB02X_g041,26,6.40608E-07,2.3034E-05,21179.70844,26
