source,term_id,driver_term,term_name,term_size,effective_domain_size,p_value,intersection_size,intersection
GO:CC,GO:0043228,FALSE,non-membrane-bounded organelle,369,11809,2.8691451419606597e-12,91,"PgB01_g109,PgB01_g225,PgB01_g237,PgB02X_g104,PgB02X_g211,PgB03_g065,PgB03_g100,PgB04_g093,PgB05_g141,PgB08_g065,PgB11_g065,PgB13_g043,PgB18_g007,PgB20_g001,PgB29_g006,PgR003_g008,PgR003_g194,PgR003_g263,PgR004_g053,PgR004_g183,PgR004_g221,PgR004_g238,PgR005X_g078,PgR005X_g147,PgR005X_g182,PgR009X_g003,PgR009X_g211,PgR010_g013,PgR010_g045,PgR010_g121,PgR010_g123,PgR011_g073,PgR011_g195,PgR012_g086,PgR015_g005,PgR015_g083,PgR016_g048,PgR017X_g064,PgR018_g076,PgR018_g118,PgR018_g139,PgR019_g005,PgR019_g020,PgR021_g072,PgR022X_g083,PgR023_g117,PgR027_g135,PgR027_g140,PgR028_g005,PgR028_g124,PgR029_g047,PgR030_g085,PgR032X_g087,PgR032X_g120,PgR036_g069,PgR038X_g041,PgR038X_g088,PgR039_g003,PgR039_g077,PgR042_g045,PgR043_g055,PgR044_g043,PgR045_g080,PgR047_g068,PgR048_g012,PgR048_g049,PgR048_g054,PgR052_g007,PgR052_g043,PgR052_g060,PgR053_g032,PgR054_g033,PgR056X_g045,PgR058_g003,PgR061_g036,PgR062_g016,PgR062_g057,PgR063X_g015,PgR063X_g017,PgR065_g056,PgR076_g018,PgR092_g008,PgR092_g021,PgR102_g021,PgR102_g036,PgR123_g014,PgR137_g007,PgR142_g009,PgR169_g006,PgR229_g002,PgR306_g002"
GO:CC,GO:0044391,FALSE,ribosomal subunit,38,11809,2.0740614311018623e-8,20,"PgB01_g225,PgB02X_g104,PgR003_g263,PgR005X_g078,PgR010_g013,PgR027_g135,PgR028_g005,PgR028_g124,PgR036_g069,PgR038X_g041,PgR047_g068,PgR052_g043,PgR052_g060,PgR053_g032,PgR062_g016,PgR076_g018,PgR102_g021,PgR102_g036,PgR169_g006,PgR306_g002"
GO:CC,GO:0015934,FALSE,large ribosomal subunit,20,11809,1.2090342898295505e-5,12,"PgB01_g225,PgB02X_g104,PgR005X_g078,PgR010_g013,PgR027_g135,PgR028_g005,PgR036_g069,PgR052_g043,PgR052_g060,PgR102_g021,PgR102_g036,PgR306_g002"
GO:CC,GO:0022626,FALSE,cytosolic ribosome,6,11809,1.3143080358276292e-4,6,"PgB01_g225,PgR010_g013,PgR027_g135,PgR028_g005,PgR052_g060,PgR102_g021"
GO:CC,GO:0022625,FALSE,cytosolic large ribosomal subunit,6,11809,1.3143080358276292e-4,6,"PgB01_g225,PgR010_g013,PgR027_g135,PgR028_g005,PgR052_g060,PgR102_g021"
GO:CC,GO:0043229,FALSE,intracellular organelle,905,11809,1.327766829455069e-4,144,"PgB01_g109,PgB01_g225,PgB01_g237,PgB02X_g104,PgB02X_g153,PgB02X_g211,PgB03_g065,PgB03_g100,PgB04_g011,PgB04_g093,PgB05_g141,PgB06_g076,PgB06_g125,PgB08_g065,PgB11_g065,PgB12X_g032,PgB13_g030,PgB13_g043,PgB16_g050,PgB17_g037,PgB17_g043,PgB18_g007,PgB20_g001,PgB20_g025,PgB23_g030,PgB24X_g017,PgB29_g006,PgR001X_g298,PgR002_g117,PgR002_g221,PgR003_g008,PgR003_g194,PgR003_g263,PgR004_g053,PgR004_g183,PgR004_g221,PgR004_g238,PgR005X_g078,PgR005X_g147,PgR005X_g182,PgR005X_g205,PgR007_g096,PgR009X_g003,PgR009X_g211,PgR010_g013,PgR010_g045,PgR010_g053,PgR010_g121,PgR010_g123,PgR011_g073,PgR011_g115,PgR011_g190,PgR011_g195,PgR012_g086,PgR012_g111,PgR014X_g055,PgR014X_g076,PgR015_g005,PgR015_g083,PgR016_g048,PgR016_g091,PgR016_g135,PgR016_g142,PgR017X_g064,PgR018_g076,PgR018_g077,PgR018_g112,PgR018_g118,PgR018_g119,PgR018_g139,PgR019_g005,PgR019_g020,PgR019_g039,PgR019_g079,PgR020_g032,PgR021_g072,PgR022X_g083,PgR023_g046,PgR023_g117,PgR024_g010,PgR025_g068,PgR027_g119,PgR027_g135,PgR027_g140,PgR028_g005,PgR028_g121,PgR028_g124,PgR029_g047,PgR030_g011,PgR030_g085,PgR032X_g027,PgR032X_g028,PgR032X_g087,PgR032X_g120,PgR035X_g061,PgR036_g069,PgR036_g113,PgR038X_g041,PgR038X_g088,PgR039_g003,PgR039_g077,PgR041_g045,PgR042_g045,PgR043_g055,PgR044_g012,PgR044_g043,PgR045_g080,PgR047_g007,PgR047_g068,PgR048_g012,PgR048_g049,PgR048_g054,PgR052_g007,PgR052_g043,PgR052_g060,PgR053_g032,PgR054_g033,PgR056X_g045,PgR058_g003,PgR061_g036,PgR062_g016,PgR062_g057,PgR063X_g015,PgR063X_g017,PgR065_g056,PgR069_g046,PgR070_g019,PgR075_g032,PgR076_g018,PgR092_g008,PgR092_g021,PgR095X_g003,PgR102_g021,PgR102_g036,PgR105_g039,PgR106_g023,PgR123_g014,PgR137_g007,PgR142_g009,PgR143_g010,PgR169_g006,PgR182_g001,PgR229_g002,PgR306_g002"
GO:CC,GO:1990904,FALSE,ribonucleoprotein complex,90,11809,1.862486249442902e-4,26,"PgB01_g029,PgB01_g225,PgB02X_g104,PgB13_g030,PgB16_g007,PgB23_g030,PgR003_g263,PgR005X_g078,PgR010_g013,PgR027_g135,PgR028_g005,PgR028_g124,PgR036_g069,PgR038X_g041,PgR038X_g088,PgR047_g068,PgR052_g043,PgR052_g060,PgR053_g032,PgR062_g016,PgR069_g046,PgR076_g018,PgR102_g021,PgR102_g036,PgR169_g006,PgR306_g002"
GO:CC,GO:0043226,FALSE,organelle,911,11809,1.936182310607475e-4,144,"PgB01_g109,PgB01_g225,PgB01_g237,PgB02X_g104,PgB02X_g153,PgB02X_g211,PgB03_g065,PgB03_g100,PgB04_g011,PgB04_g093,PgB05_g141,PgB06_g076,PgB06_g125,PgB08_g065,PgB11_g065,PgB12X_g032,PgB13_g030,PgB13_g043,PgB16_g050,PgB17_g037,PgB17_g043,PgB18_g007,PgB20_g001,PgB20_g025,PgB23_g030,PgB24X_g017,PgB29_g006,PgR001X_g298,PgR002_g117,PgR002_g221,PgR003_g008,PgR003_g194,PgR003_g263,PgR004_g053,PgR004_g183,PgR004_g221,PgR004_g238,PgR005X_g078,PgR005X_g147,PgR005X_g182,PgR005X_g205,PgR007_g096,PgR009X_g003,PgR009X_g211,PgR010_g013,PgR010_g045,PgR010_g053,PgR010_g121,PgR010_g123,PgR011_g073,PgR011_g115,PgR011_g190,PgR011_g195,PgR012_g086,PgR012_g111,PgR014X_g055,PgR014X_g076,PgR015_g005,PgR015_g083,PgR016_g048,PgR016_g091,PgR016_g135,PgR016_g142,PgR017X_g064,PgR018_g076,PgR018_g077,PgR018_g112,PgR018_g118,PgR018_g119,PgR018_g139,PgR019_g005,PgR019_g020,PgR019_g039,PgR019_g079,PgR020_g032,PgR021_g072,PgR022X_g083,PgR023_g046,PgR023_g117,PgR024_g010,PgR025_g068,PgR027_g119,PgR027_g135,PgR027_g140,PgR028_g005,PgR028_g121,PgR028_g124,PgR029_g047,PgR030_g011,PgR030_g085,PgR032X_g027,PgR032X_g028,PgR032X_g087,PgR032X_g120,PgR035X_g061,PgR036_g069,PgR036_g113,PgR038X_g041,PgR038X_g088,PgR039_g003,PgR039_g077,PgR041_g045,PgR042_g045,PgR043_g055,PgR044_g012,PgR044_g043,PgR045_g080,PgR047_g007,PgR047_g068,PgR048_g012,PgR048_g049,PgR048_g054,PgR052_g007,PgR052_g043,PgR052_g060,PgR053_g032,PgR054_g033,PgR056X_g045,PgR058_g003,PgR061_g036,PgR062_g016,PgR062_g057,PgR063X_g015,PgR063X_g017,PgR065_g056,PgR069_g046,PgR070_g019,PgR075_g032,PgR076_g018,PgR092_g008,PgR092_g021,PgR095X_g003,PgR102_g021,PgR102_g036,PgR105_g039,PgR106_g023,PgR123_g014,PgR137_g007,PgR142_g009,PgR143_g010,PgR169_g006,PgR182_g001,PgR229_g002,PgR306_g002"
GO:CC,GO:0005622,FALSE,intracellular anatomical structure,1095,11809,6.386150167550553e-4,165,"PgB01_g109,PgB01_g225,PgB01_g237,PgB01_g238,PgB02X_g104,PgB02X_g153,PgB02X_g211,PgB03_g065,PgB03_g100,PgB04_g011,PgB04_g093,PgB05_g007,PgB05_g141,PgB05_g149,PgB06_g076,PgB06_g125,PgB08_g065,PgB11_g065,PgB12X_g032,PgB13_g030,PgB13_g043,PgB16_g050,PgB17_g037,PgB17_g043,PgB18_g007,PgB20_g001,PgB20_g025,PgB22_g010,PgB23_g030,PgB24X_g017,PgB29_g006,PgR001X_g298,PgR002_g117,PgR002_g150,PgR002_g221,PgR003_g008,PgR003_g194,PgR003_g263,PgR004_g045,PgR004_g053,PgR004_g183,PgR004_g221,PgR004_g238,PgR005X_g078,PgR005X_g147,PgR005X_g182,PgR005X_g205,PgR007_g096,PgR007_g150,PgR008_g166,PgR009X_g003,PgR009X_g095,PgR009X_g211,PgR010_g013,PgR010_g045,PgR010_g053,PgR010_g121,PgR010_g123,PgR011_g056,PgR011_g073,PgR011_g115,PgR011_g190,PgR011_g195,PgR012_g086,PgR012_g111,PgR013_g026,PgR014X_g055,PgR014X_g076,PgR015_g005,PgR015_g083,PgR016_g048,PgR016_g091,PgR016_g135,PgR016_g142,PgR017X_g064,PgR018_g076,PgR018_g077,PgR018_g112,PgR018_g118,PgR018_g119,PgR018_g132,PgR018_g139,PgR019_g005,PgR019_g020,PgR019_g039,PgR019_g079,PgR020_g032,PgR021_g072,PgR022X_g083,PgR023_g046,PgR023_g117,PgR024_g010,PgR025_g068,PgR027_g119,PgR027_g135,PgR027_g140,PgR028_g005,PgR028_g121,PgR028_g124,PgR029_g047,PgR030_g011,PgR030_g085,PgR032X_g027,PgR032X_g028,PgR032X_g087,PgR032X_g120,PgR035X_g061,PgR036_g008,PgR036_g010,PgR036_g069,PgR036_g113,PgR038X_g041,PgR038X_g088,PgR039_g003,PgR039_g077,PgR041_g045,PgR042_g045,PgR043_g055,PgR044_g012,PgR044_g043,PgR045_g080,PgR047_g007,PgR047_g068,PgR048_g012,PgR048_g049,PgR048_g054,PgR052_g007,PgR052_g043,PgR052_g060,PgR053_g032,PgR054_g033,PgR056X_g045,PgR058_g003,PgR058_g058,PgR061_g036,PgR062_g016,PgR062_g057,PgR063X_g015,PgR063X_g017,PgR065_g056,PgR069_g034,PgR069_g046,PgR070_g019,PgR075_g032,PgR076_g018,PgR089_g014,PgR092_g008,PgR092_g021,PgR095X_g003,PgR102_g021,PgR102_g036,PgR105_g039,PgR106_g023,PgR106_g038,PgR107_g019,PgR123_g014,PgR136_g009,PgR137_g007,PgR137_g015,PgR142_g009,PgR143_g010,PgR169_g006,PgR182_g001,PgR229_g002,PgR306_g002"
GO:CC,GO:0015935,FALSE,small ribosomal subunit,18,11809,0.024938751923539206,8,"PgR003_g263,PgR028_g124,PgR038X_g041,PgR047_g068,PgR053_g032,PgR062_g016,PgR076_g018,PgR169_g006"
GO:CC,GO:0005739,TRUE,mitochondrion,102,11809,0.04333043076547673,23,"PgB02X_g104,PgB02X_g153,PgB06_g125,PgB12X_g032,PgB16_g050,PgB17_g037,PgB20_g025,PgR002_g117,PgR002_g221,PgR004_g053,PgR012_g111,PgR014X_g076,PgR016_g135,PgR017X_g064,PgR032X_g027,PgR032X_g028,PgR035X_g061,PgR041_g045,PgR044_g012,PgR075_g032,PgR095X_g003,PgR105_g039,PgR229_g002"
