source,term_id,driver_term,term_name,term_size,effective_domain_size,p_value,intersection_size,intersection
GO:MF,GO:0004672,TRUE,protein kinase activity,310,11091,1.4733266803564568e-16,70,"PgB01_g020,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB17_g015,PgB17_g028,PgB22_g041,PgE021_g005,PgE040_g003,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgR044_g052,PgR045_g024,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR054_g048,PgR059_g037,PgR066_g019,PgR069_g010,PgR081_g025,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR253_g003,PgR019_g094"
GO:MF,GO:0016773,FALSE,"phosphotransferase activity, alcohol group as acceptor",351,11091,2.328471792109221e-16,75,"PgB01_g020,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB17_g015,PgB17_g028,PgB22_g041,PgE021_g005,PgE040_g003,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgR010_g098,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgR044_g052,PgR045_g024,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR081_g025,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0016301,FALSE,kinase activity,381,11091,2.971563005138098e-14,75,"PgB01_g020,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB17_g015,PgB17_g028,PgB22_g041,PgE021_g005,PgE040_g003,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgR010_g098,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgR044_g052,PgR045_g024,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR081_g025,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0004725,TRUE,protein tyrosine phosphatase activity,47,11091,1.3174638517696533e-12,23,"PgB05_g079,PgB05_g125,PgB01_g216,PgB20_g022,PgE293_g001,PgR002_g001,PgR007_g152,PgR004_g097,PgR008_g208,PgR010_g106,PgR011_g184,PgR018_g038,PgR028_g001,PgR030_g009,PgR036_g096,PgR044_g053,PgR046_g081,PgB01_g012,PgR076_g020,PgR078_g001,PgR081_g012,PgR129_g011,PgR194_g002"
GO:MF,GO:0016772,FALSE,"transferase activity, transferring phosphorus-containing groups",463,11091,5.992009641398285e-12,80,"PgB01_g020,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB17_g015,PgB17_g028,PgB22_g041,PgE021_g005,PgE040_g003,PgE049_g001,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE081_g002,PgE081_g003,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgR010_g098,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgR044_g052,PgR045_g024,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR054_g027,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR081_g025,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR181_g004,PgR219_g004,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0140096,FALSE,"catalytic activity, acting on a protein",803,11091,4.431884015129847e-9,108,"PgB01_g020,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g119,PgB05_g023,PgB05_g079,PgB05_g112,PgB05_g123,PgB05_g125,PgB01_g216,PgB17_g015,PgB17_g028,PgB20_g022,PgB22_g041,PgE021_g005,PgE040_g003,PgE056_g003,PgE063_g004,PgE064_g002,PgE078_g001,PgE080_g003,PgE156_g001,PgE207_g001,PgE277_g001,PgE293_g001,PgE489_g001,PgR002_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g152,PgR004_g097,PgR008_g030,PgR008_g208,PgR010_g099,PgR010_g106,PgB09_g074,PgR010_g183,PgR011_g022,PgR011_g184,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR018_g038,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g075,PgR027_g053,PgR028_g001,PgR028_g039,PgR029_g053,PgR030_g009,PgR030_g010,PgR031_g050,PgR036_g033,PgR036_g096,PgR037_g044,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgR044_g052,PgR044_g053,PgR045_g024,PgR046_g075,PgR046_g081,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR054_g013,PgR054_g048,PgR054_g054,PgR057_g055,PgR058_g009,PgR059_g037,PgR066_g019,PgB01_g012,PgR067_g018,PgR069_g010,PgR070_g003,PgR076_g020,PgR078_g001,PgR081_g012,PgR081_g025,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR121_g010,PgR125_g005,PgR125_g015,PgR129_g011,PgR160_g006,PgR194_g002,PgR219_g004,PgR253_g003,PgR029_g057,PgR019_g094,PgB11_g057"
GO:MF,GO:0004713,FALSE,protein tyrosine kinase activity,50,11091,5.391867758581552e-7,18,"PgB01_g020,PgB05_g023,PgE056_g003,PgE063_g004,PgE080_g003,PgE277_g001,PgR012_g020,PgR018_g012,PgR029_g053,PgR030_g010,PgR031_g050,PgR048_g048,PgR054_g048,PgR059_g037,PgR069_g010,PgR118_g021,PgR125_g015,PgR019_g094"
GO:MF,GO:0004721,FALSE,phosphoprotein phosphatase activity,87,11091,6.699763084207888e-7,24,"PgB05_g079,PgB05_g125,PgB01_g216,PgB20_g022,PgE207_g001,PgE293_g001,PgR002_g001,PgR007_g152,PgR004_g097,PgR008_g208,PgR010_g106,PgR011_g184,PgR018_g038,PgR028_g001,PgR030_g009,PgR036_g096,PgR044_g053,PgR046_g081,PgB01_g012,PgR076_g020,PgR078_g001,PgR081_g012,PgR129_g011,PgR194_g002"
GO:MF,GO:0005524,TRUE,ATP binding,678,11091,1.440208024048035e-4,82,"PgB01_g020,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g044,PgB04_g050,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB17_g015,PgB17_g028,PgB22_g041,PgE016_g004,PgE021_g005,PgE040_g003,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE099_g001,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR018_g034,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR039_g090,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgB10_g063,PgR044_g052,PgR045_g024,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR052_g014,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR081_g025,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0016791,FALSE,phosphatase activity,114,11091,1.7078172690520308e-4,24,"PgB05_g079,PgB05_g125,PgB01_g216,PgB20_g022,PgE207_g001,PgE293_g001,PgR002_g001,PgR007_g152,PgR004_g097,PgR008_g208,PgR010_g106,PgR011_g184,PgR018_g038,PgR028_g001,PgR030_g009,PgR036_g096,PgR044_g053,PgR046_g081,PgB01_g012,PgR076_g020,PgR078_g001,PgR081_g012,PgR129_g011,PgR194_g002"
GO:MF,GO:0032559,FALSE,adenyl ribonucleotide binding,685,11091,2.1876287747329157e-4,82,"PgB01_g020,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g044,PgB04_g050,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB17_g015,PgB17_g028,PgB22_g041,PgE016_g004,PgE021_g005,PgE040_g003,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE099_g001,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR018_g034,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR039_g090,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgB10_g063,PgR044_g052,PgR045_g024,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR052_g014,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR081_g025,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0035639,FALSE,purine ribonucleoside triphosphate binding,838,11091,0.0010990510700507265,93,"PgB01_g020,PgB01_g025,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g044,PgB04_g050,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB10_g062,PgB17_g015,PgB17_g028,PgB22_g041,PgE016_g004,PgE021_g005,PgE040_g003,PgE047_g002,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE099_g001,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR018_g034,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g022,PgB08_g014,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR039_g090,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgB10_g063,PgR044_g052,PgR045_g024,PgR045_g070,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR052_g014,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR070_g013,PgR079_g014,PgR081_g014,PgR081_g025,PgR082_g032,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR224_g001,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
