source,term_id,driver_term,term_name,term_size,effective_domain_size,p_value,intersection_size,intersection
GO:MF,GO:0030554,FALSE,adenyl nucleotide binding,731,11091,0.0015124476295519758,83,"PgB01_g020,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g044,PgB04_g050,PgB04_g019,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB17_g015,PgB17_g028,PgB22_g041,PgE016_g004,PgE021_g005,PgE040_g003,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE099_g001,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR018_g034,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR039_g090,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgB10_g063,PgR044_g052,PgR045_g024,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR052_g014,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR081_g025,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0032555,FALSE,purine ribonucleotide binding,845,11091,0.0015451771246307838,93,"PgB01_g020,PgB01_g025,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g044,PgB04_g050,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB10_g062,PgB17_g015,PgB17_g028,PgB22_g041,PgE016_g004,PgE021_g005,PgE040_g003,PgE047_g002,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE099_g001,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR018_g034,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g022,PgB08_g014,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR039_g090,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgB10_g063,PgR044_g052,PgR045_g024,PgR045_g070,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR052_g014,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR070_g013,PgR079_g014,PgR081_g014,PgR081_g025,PgR082_g032,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR224_g001,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0032553,FALSE,ribonucleotide binding,857,11091,0.002724187363519183,93,"PgB01_g020,PgB01_g025,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g044,PgB04_g050,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB10_g062,PgB17_g015,PgB17_g028,PgB22_g041,PgE016_g004,PgE021_g005,PgE040_g003,PgE047_g002,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE099_g001,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR018_g034,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g022,PgB08_g014,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR039_g090,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgB10_g063,PgR044_g052,PgR045_g024,PgR045_g070,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR052_g014,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR070_g013,PgR079_g014,PgR081_g014,PgR081_g025,PgR082_g032,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR224_g001,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0042578,FALSE,phosphoric ester hydrolase activity,134,11091,0.0032063471055573858,24,"PgB05_g079,PgB05_g125,PgB01_g216,PgB20_g022,PgE207_g001,PgE293_g001,PgR002_g001,PgR007_g152,PgR004_g097,PgR008_g208,PgR010_g106,PgR011_g184,PgR018_g038,PgR028_g001,PgR030_g009,PgR036_g096,PgR044_g053,PgR046_g081,PgB01_g012,PgR076_g020,PgR078_g001,PgR081_g012,PgR129_g011,PgR194_g002"
GO:MF,GO:0140030,FALSE,modification-dependent protein binding,7,11091,0.004938140706244046,5,"PgB01_g121,PgE030_g003,PgE031_g002,PgE152_g001,PgE176_g001"
GO:MF,GO:0070628,TRUE,proteasome binding,7,11091,0.004938140706244046,5,"PgB01_g121,PgE030_g003,PgE031_g002,PgE152_g001,PgE176_g001"
GO:MF,GO:0070577,TRUE,lysine-acetylated histone binding,7,11091,0.004938140706244046,5,"PgB01_g121,PgE030_g003,PgE031_g002,PgE152_g001,PgE176_g001"
GO:MF,GO:0140033,FALSE,acetylation-dependent protein binding,7,11091,0.004938140706244046,5,"PgB01_g121,PgE030_g003,PgE031_g002,PgE152_g001,PgE176_g001"
GO:MF,GO:0097367,FALSE,carbohydrate derivative binding,885,11091,0.00943910443791909,93,"PgB01_g020,PgB01_g025,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g044,PgB04_g050,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB10_g062,PgB17_g015,PgB17_g028,PgB22_g041,PgE016_g004,PgE021_g005,PgE040_g003,PgE047_g002,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE099_g001,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR018_g034,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g022,PgB08_g014,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR039_g090,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgB10_g063,PgR044_g052,PgR045_g024,PgR045_g070,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR052_g014,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR070_g013,PgR079_g014,PgR081_g014,PgR081_g025,PgR082_g032,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR224_g001,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0017076,FALSE,purine nucleotide binding,898,11091,0.009953246676222507,94,"PgB01_g020,PgB01_g025,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g044,PgB04_g050,PgB04_g019,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB10_g062,PgB17_g015,PgB17_g028,PgB22_g041,PgE016_g004,PgE021_g005,PgE040_g003,PgE047_g002,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE099_g001,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR018_g034,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g022,PgB08_g014,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR037_g044,PgR039_g090,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgB10_g063,PgR044_g052,PgR045_g024,PgR045_g070,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR052_g014,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR070_g013,PgR079_g014,PgR081_g014,PgR081_g025,PgR082_g032,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR224_g001,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0043168,FALSE,anion binding,957,11091,0.009957997075612858,99,"PgB01_g020,PgB01_g025,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g044,PgB04_g050,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB10_g062,PgB17_g015,PgB17_g028,PgB22_g041,PgE002_g007,PgE002_g008,PgE016_g004,PgE021_g005,PgE040_g003,PgE047_g002,PgE050_g001,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE099_g001,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgB09_g074,PgR010_g183,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR018_g034,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g022,PgB08_g014,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR030_g046,PgR031_g050,PgR037_g044,PgR039_g090,PgR039_g095,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgB10_g063,PgR044_g052,PgR045_g024,PgR045_g070,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR052_g014,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR070_g013,PgR079_g014,PgR081_g014,PgR081_g025,PgR082_g032,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR224_g001,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0016740,FALSE,transferase activity,912,11091,0.010922434207692105,95,"PgB01_g020,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB08_g062,PgB08_g061,PgB17_g015,PgB17_g028,PgB22_g041,PgB22_g044,PgB36X_g004,PgE021_g005,PgE040_g003,PgE049_g001,PgE050_g001,PgE056_g003,PgE063_g004,PgE078_g001,PgE080_g003,PgE081_g002,PgE081_g003,PgE112_g001,PgE156_g001,PgE277_g001,PgE489_g001,PgR002_g167,PgR002_g267,PgR004_g012,PgB01_g104,PgR006_g078,PgR007_g134,PgR007_g206,PgR010_g098,PgR010_g146,PgB09_g074,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR019_g101,PgR019_g119,PgR022X_g039,PgR024_g099,PgR025_g038,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR031_g050,PgR032X_g012,PgR037_g044,PgR039_g095,PgR041_g088,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgR044_g052,PgR045_g024,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR054_g027,PgR054_g048,PgR059_g037,PgR062_g033,PgR064_g019,PgR066_g019,PgR067_g018,PgR069_g010,PgR081_g025,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR181_g004,PgR219_g004,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
GO:MF,GO:0042393,FALSE,histone binding,12,11091,0.011930394130925842,6,"PgB01_g121,PgB02X_g100,PgE030_g003,PgE031_g002,PgE152_g001,PgE176_g001"
GO:MF,GO:0016504,TRUE,peptidase activator activity,8,11091,0.01239597976767429,5,"PgB01_g121,PgE030_g003,PgE031_g002,PgE152_g001,PgE176_g001"
GO:MF,GO:0036094,TRUE,small molecule binding,1026,11091,0.03545055826671965,102,"PgB01_g020,PgB01_g025,PgB02X_g220,PgB03_g003,PgB01_g070,PgB04_g044,PgB04_g050,PgB04_g019,PgB04_g119,PgB05_g023,PgB05_g112,PgB05_g123,PgB10_g062,PgB17_g015,PgB17_g028,PgB22_g041,PgE002_g007,PgE002_g008,PgE016_g004,PgE021_g005,PgE040_g003,PgE047_g002,PgE050_g001,PgE056_g003,PgE063_g004,PgE073_g002,PgE078_g001,PgE080_g003,PgE099_g001,PgE156_g001,PgE277_g001,PgE489_g001,PgE575_g002,PgR002_g167,PgR002_g267,PgR006_g078,PgR007_g134,PgR007_g206,PgB09_g074,PgR010_g183,PgR011_g022,PgR012_g020,PgR012_g140,PgR013_g058,PgR018_g012,PgR018_g034,PgR019_g101,PgR019_g119,PgR022X_g039,PgR025_g038,PgR026_g022,PgB08_g014,PgR026_g075,PgR027_g053,PgR028_g039,PgR029_g053,PgR030_g010,PgR030_g046,PgR031_g050,PgR037_g044,PgR039_g090,PgR039_g095,PgR042_g024,PgR043_g077,PgR043_g080,PgR044_g040,PgB10_g063,PgR044_g052,PgR045_g024,PgR045_g070,PgR046_g075,PgR047_g037,PgR047_g057,PgR047_g067,PgR048_g048,PgR048_g051,PgR050X_g021,PgR052_g014,PgR054_g048,PgR059_g037,PgR062_g033,PgR066_g019,PgR069_g010,PgR070_g013,PgR079_g014,PgR081_g014,PgR081_g025,PgR082_g032,PgR096_g009,PgR105_g032,PgR118_g006,PgR118_g007,PgR118_g021,PgR125_g005,PgR125_g015,PgR160_g006,PgR219_g004,PgR224_g001,PgR253_g003,PgR003_g204,PgR019_g094,PgB15_g006"
