"__AggregationOverrideSettings","__AggregationSettings","__ViewSettings","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","degree.layout","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","NumChildren","NumDescendents","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"","","","1.8983481575603558","0.0019712654298226656","0.5267737617135207","0.595894975343196","123",,"4","false","PgR092_g006","247.260162601626","0","123",,,"0","0.9979108182382318","true","0","PgR092_g006","76288","0.33189283570688055"
"","","","1.7687420584498095","0.002421185947578077","0.5653735632183908","0.549052540913006","216",,"4","false","PgR092_g025","254.1851851851852","0","216",,,"0","0.998212227771047","true","0","PgR092_g025","91910","0.3371156302190785"
"","","","1.758576874205845","0.0014137719397931366","0.5686416184971098","0.666295025728988","265",,"4","false","PgE103_g003","268.86037735849055","0","265",,,"0","0.998235867734405","true","0","PgE103_g003","73436","0.3760284998020847"
"","","","2.016518424396442","2.641303743706962E-4","0.49590422180214244","0.536610343061956","63",,"4","false","PgR093_g023","223.52380952380952","0","63",,,"0","0.9976360036641942","true","0","PgR093_g023","9460","0.3134976290656515"
"","","","1.604828462515883","0.0016009947367282384","0.6231195566112431","0.6063026626221772","345",,"4","false","PgE107_g001","269.2144927536232","0","345",,,"0","0.9985934221801955","true","0","PgE107_g001","103176","0.35704839887748435"
"","","","1.6886912325285897","7.954162635640741E-4","0.5921745673438675","0.6734689234689235","297",,"4","false","PgE109_g003","276.973063973064","0","297",,,"0","0.9983983924824916","true","0","PgE109_g003","58472","0.3763220977894891"
"","","","1.5692503176620076","0.005207221674127495","0.637246963562753","0.5203164934727047","362",,"4","false","PgR020_g130","250.14917127071823","0","362",,,"0","0.9986761620519488","true","0","PgR020_g130","181316","0.3269923807460369"
"","","","1.721728081321474","0.001232222597813993","0.5808118081180812","0.6269202816830814","283",,"4","false","PgE114_g001","261.9893992932862","0","283",,,"0","0.9983215626015779","true","0","PgE114_g001","67726","0.36086694117532536"
"","","","2.002541296060991","3.149321962067294E-4","0.4993654822335025","0.5531284709366902","74",,"4","false","PgR021_g037","228.04054054054055","0","74",,,"0","0.9976685086138116","true","0","PgR021_g037","9654","0.31983245517607367"
"","","","1.986022871664549","6.825103051515204E-4","0.5035188739603327","0.5402020202020202","100",,"4","false","PgE115_g002","237.96","0","100",,,"0","0.9977069235542685","true","0","PgE115_g002","20866","0.3394579172610556"
"","","","1.6010165184243965","0.0013403134164633762","0.6246031746031746","0.6195023875345564","346",,"3","false","PgR099_g027","271.23988439306356","0","346",,,"0","0.9986022871664549","true","0","PgR099_g027","91004","0.3592581250239253"
"","","","1.6340533672172808","0.0010473025465573822","0.6119751166407466","0.6498490234300348","324",,"4","false","PgE120_g002","276.49691358024694","0","324",,,"0","0.9985254572855412","true","0","PgE120_g002","78040","0.3676820659311794"
"","","","1.9529860228716645","0.0014173160945617671","0.5120364346128823","0.5398948877209747","92",,"4","false","PgR022X_g033","235.3695652173913","0","92",,,"0","0.9977837534351822","true","0","PgR022X_g033","44752","0.3210896257192004"
"","","","1.6175349428208385","0.0013044443788703956","0.6182246661429694","0.6301575526352975","337",,"4","false","PgE122_g003","273.1186943620178","0","337",,,"0","0.9985638722259981","true","0","PgE122_g003","82480","0.36270742943163053"
"","","","1.7522236340533672","0.004381539677747359","0.5707034082668601","0.52231609489674","217",,"3","false","PgR101_g020","239.69585253456222","0","217",,,"0","0.9982506427115038","true","0","PgR101_g020","133000","0.31332791180988523"
"","","","2.071156289707751","3.7221380552187775E-4","0.48282208588957054","0.41739130434782606","46",,"4","false","PgR102_g003","201.2391304347826","0","46",,,"0","0.9975089388611448","true","0","PgR102_g003","8836","0.2924671385237614"
"","","","1.6531130876747142","0.002391028174167945","0.6049192928516526","0.6017597809252317","299",,"4","false","PgR102_g005","268.17391304347825","0","299",,,"0","0.9984811323542447","true","0","PgR102_g005","104066","0.35193426908592945"
"","","","1.5692503176620076","0.00327619630437427","0.637246963562753","0.5505075871725796","363",,"3","false","PgR102_g007","257.8374655647383","0","363",,,"0","0.9986761620519488","true","0","PgR102_g007","138720","0.3379259050651878"
